title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
"Investigative Criminal Procedure: A Contemporary Approach, 2d (Interactive Casebook Series)",314285466,9780314285461,42.05,4.49,2,48.54
Criminal Evidence: An Introduction,190639288,9780190639280,77.99,4.49,2,84.48
An Introduction to American Policing,1284110117,9781284110111,54.68,3.99,2,60.67
Acing Criminal Procedure (Acing Series),1634601335,9781634601337,30.0,3.99,2,35.99
Microelectronics Circuit Analysis and Design,73380644,9780073380643,113.7,3.99,2,119.69
Jirard: Crimi Law Crimi Proce Const,131756311,9780131756311,19.98,3.99,2,25.97
Fabrication Engineering at the Micro- and Nanoscale (The Oxford Series in Electrical and Computer Engineering),199861226,9780199861224,119.23,3.89,2,125.12
Microelectronic Circuits (The Oxford Series in Electrical and Computer Engineering) 7th edition,199339139,9780199339136,109.99,0,2,111.99
Matlab: A Practical Introduction to Programming and Problem Solving,124058760,8601300090009,14.48,3.99,2,20.47
Microelectronic Circuits (Oxford Series in Electrical & Computer Engineering),195323033,9780195323030,18.0,7.19,2,27.19
"Criminal Procedure, An Analysis of Cases and Concepts (University Treatise Series)",1634590392,9781634590396,78.95,6.39,2,87.34
Why Punish? How Much?: A Reader on Punishment,195328868,9780195328868,19.99,3.98,2,25.97
Ultrashort Laser Pulse Phenomena (Optics & Photonics Series),122154932,9780122154935,55.0,5.79,2,62.79
RF Microelectronics (2nd Edition) (Prentice Hall Communications Engineering and Emerging Technologies Series from Ted Rappaport),137134738,9780137134731,70.0,3.99,2,75.99
MSP430 Microcontroller Basics,750682760,9780750682763,18.05,3.99,2,24.04
The PIC Microcontroller: Your Personal Introductory Course,750666641,9780750666640,6.99,3.99,2,12.98
Introduction to Microfabrication,470749830,9780470749838,44.99,3.99,2,50.98
Electronics Explained: The New Systems Approach to Learning Electronics,1856177009,9781856177009,9.18,3.99,2,15.17
Designing Embedded Systems with PIC Microcontrollers: Principles and Applications,1856177505,9781856177504,24.02,3.99,2,30.01
Atlas of Slavery,582437806,9780582437807,11.21,3.99,2,17.2
Bonds of Alliance: Indigenous and Atlantic Slaveries in New France (Published by the Omohundro Institute of Early American History and Culture and the University of North Carolina Press),1469613867,9781469613864,22.5,3.99,2,28.49
The Missouri Compromise and Its Aftermath: Slavery and the Meaning of America,807861839,9780807861837,5.74,3.99,2,11.73
"The River Flows On: Black Resistance, Culture, and Identity Formation in Early America (Antislavery, Abolition, and the Atlantic World)",807133310,9780807133316,4.84,3.99,2,10.83
The Problem of Slavery in Western Culture (Oxford Paperbacks),195056396,9780195056396,11.0,3.99,2,16.99
"American Reformers, 1815-1860, Revised Edition",809015889,9780809015887,1.98,3.99,2,7.97
Slavery (Oxford Readers),192893025,9780192893024,24.78,3.99,2,30.77
"Foul Means: The Formation of  a Slave Society in Virginia, 1660-1740 (Published by the Omohundro Institute of Early American History and Culture and the University of North Carolina Press)",807854867,9780807854860,12.95,3.99,2,18.94
"A History of Blacks in Kentucky: From Slavery to Segregation, 1760-1891",916968324,9780916968328,10.48,3.94,2,16.42
"From Bondage to Contract: Wage Labor, Marriage, and the Market in the Age of Slave Emancipation",521635268,9780521635264,11.99,5.05,2,19.04
Slavery in Indian Country: The Changing Face of Captivity in Early America,674064232,9780674064232,10.34,3.99,2,16.33
The Waterman's Song: Slavery and Freedom in Maritime North Carolina,807849723,9780807849729,10.79,3.99,2,16.78
"Closing the Gate: Race, Politics, and the Chinese Exclusion Act (Contention; 7)",807847399,9780807847398,11.41,3.99,2,17.4
Slavery and American Economic Development (Walter Lynwood Fleming Lectures in Southern History),807152285,9780807152287,13.82,3.95,2,19.77
"Slavery, Race, and Conquest in the Tropics: Lincoln, Douglas, and the Future of Latin America",521132525,9780521132527,7.65,3.99,2,13.64
The Toyota Kaizen Continuum: A Practical Guide to Implementing Lean,1439846049,9781439846049,29.4,3.99,2,35.39
Operations Analysis Using Microsoft Excel,534517390,9780534517397,1.99,3.96,2,7.95
Research Methodologies in Supply Chain Management,3790815837,9783790815832,25.0,0,2,27.0
Warehouse Distribution and Operations Handbook (McGraw-Hill Handbooks),70440026,9780070440029,18.0,3.99,2,23.99
Ten Steps to a Results-Based Monitoring and Evaluation System: A Handbook for Development Practitioners,821358235,9780821358238,10.32,3.99,2,16.31
Poe's Short Stories (Cliffs Notes),822010461,49086010466,1.79,3.99,2,7.78
Maintenance Mechanic(Passbooks) (Passbooks for Career Opportunities),837313570,9780837313573,59.15,3.99,2,65.14
Chispas: Pupil Book 1 Level 1,435984829,9780435984823,13.02,3.99,2,19.01
The Jungle (Cliffs Notes),822006995,49086006995,0.01,3.99,2,6.0
Global Macrotrends and Their Impact on Supply Chain Management: Strategies for Gaining Competitive Advantage (FT Press Operations Management),132944189,9780132944182,12.42,3.99,2,18.41
The Sound and the Fury (Cliffs Notes),822012197,9780822012191,0.1,4.89,2,6.99
"Plato's Euthyphro, Apology, Crito and Phaedo (Cliffs Notes)",822010445,49086010442,0.1,4.89,2,6.99
Maintenance Painter(Passbooks) (Passbook for Career Opportunities),837313589,9780837313580,48.55,3.99,2,54.54
Principles of Supply Chain Management: A Balanced Approach,538475463,9780538475464,13.35,3.99,2,19.34
"Hospitality Security: Managing Security in Today’s Hotel, Lodging, Entertainment, and Tourism Environment",1439874360,9781439874363,55.0,0,2,57.0
Food Service Worker(Passbooks) (Pass Book Ser),837302609,9780837302607,29.0,4.03,2,35.03
Palabra por Palabra / Verbatim: New Advanced Spanish Vocabulary (Spanish Edition) (Spanish and English Edition),1444110012,9781444110012,2.78,3.99,2,8.77
Facilities Management: Managing Maintenance for Buildings and Facilities,1606503243,9781606503249,93.0,3.99,2,98.99
Bradbury's Fahrenheit 451 (Cliffs Notes),822004585,49086004588,1.99,3.99,2,7.98
The Study Skills Handbook (Palgrave Study Skills),1137289252,9781137289254,25.36,3.99,2,31.35
Study Guide and Solutions Manual for iGenetics: A Mendelian Approach,805346759,9780805346756,7.03,4.49,2,13.52
All the King's Men (Cliffs Notes),822001462,9780822001461,1.0,3.99,2,6.99
Statistical Analysis For Public Administration,763740764,9780763740764,16.0,3.99,2,21.99
25 Need-To-Know Strategy Tools,1292016434,9781292016436,1.81,3.99,2,7.8
"When Leadership Goes Wrong: Destructive Leadership, Mistakes, and Ethical Failures",1617350672,9781617350672,32.75,3.99,2,38.74
Change Leader: Learning to Do What Matters Most,470582138,9780470582138,13.96,3.99,2,19.95
Fundamentals: 9 Ways to Be Brilliant at the Basics of Business,971584982,884834497065,1.74,3.97,2,7.71
Management Skills for Everyday Life (3rd Edition),136109667,9780136109662,137.72,3.99,2,143.71
"A Carver Policy Governance Guide, Ends and the Ownership",470392533,9780470392539,14.05,3.99,2,20.04
Baldrige Award Winning Quality: How to Interpret the Baldrige Criteria for Performance Excellence,1439893829,9781439893821,29.99,3.99,2,35.98
The Leader's Guide to Storytelling: Mastering the Art and Discipline of Business Narrative,470548673,9780470548677,16.0,3.98,2,21.98
Problematic Relationships in the Workplace,820474002,9780820474007,19.0,3.99,2,24.99
Becoming a Master Manager: A Competing Values Approach,470284668,9780470284667,2.0,3.98,2,7.98
Counseling African American Marriages and Families (Counseling and Pastoral Theology),664256562,9780664256562,1.06,3.99,2,7.05
Making Sense of Sex: Responsible Decision Making for Young Singles,664233376,9780664233372,10.17,0,2,12.17
Managing Quality: Integrating the Supply Chain (6th Edition),133798259,9780133798258,120.0,3.99,2,125.99
The Meaning of Love,940262185,9780940262188,9.43,3.99,2,15.42
"Fill These Hearts: God, Sex, and the Universal Longing",307987132,9780307987136,4.81,3.99,2,10.8
"Higher Education for Women in Postwar America, 1945–1965",801887453,9780801887451,16.66,3.99,2,22.65
GF PACEMAKER UNITED STATES HISTORY SECOND EDITION SE 1994C,822468948,9780822468943,1.45,4.89,2,8.34
Freedom's Web: Student Activism in an Age of Cultural Diversity,801864119,9780801864117,1.54,3.99,2,7.53
"Hermeneutics, History and Memory",415353386,9780415353380,67.55,0,2,69.55
Out of the Revolution: The Development of Africana Studies,739105477,9780739105474,1.13,5.49,2,8.62
Preschool Education in America: The Culture of Young Children from the Colonial Era to the Present,300072732,9780300072730,1.25,3.98,2,7.23
Unmaking the Public University: The Forty-Year Assault on the Middle Class,674060369,9780674060364,5.92,3.99,2,11.91
"Learning to Stand and Speak: Women, Education, and Public Life in America's Republic (Published by the Omohundro Institute of Early American History ... and the University of North Carolina Press)",807859214,9780807859216,17.0,3.99,2,22.99
"The Bible, the School, and the Constitution: The Clash that Shaped Modern Church-State Doctrine",199827907,9780199827909,10.32,3.99,2,16.31
"Brunswick And Bowdoin College, ME (PHS) (Postcard History)",738562378,9780738562377,6.96,3.99,2,12.95
Choosing Equality: Essays and Narratives on the Desegregation Experience,271034343,9780271034348,35.85,3.99,2,41.84
The Last Professors: The Corporate University and the Fate of the Humanities,823228606,9780823228607,1.75,3.99,2,7.74
Schools and Urban Revitalization: Rethinking Institutions and Community Development (Community Development Research and Practice Series),415644240,9780415644242,40.54,3.99,2,46.53
Textbook on Spherical Astronomy,521291801,9780521291804,40.0,3.99,2,45.99
An Introduction to Modern Astrophysics,1108422160,9781108422161,78.33,3.94,2,84.27
An Introduction to Modern Astrophysics,201547309,9780201547306,24.99,3.99,2,30.98
Electromagnetic Scattering by Particles and Particle Groups: An Introduction,521519926,9780521519922,36.0,3.99,2,41.99
Planetary Sciences,1107091616,9781107091610,58.54,3.99,2,64.53
Gauge Theories of Gravitation: A Reader With Commentaries (Classification of Gauge Theories of Gravity),1848167261,9781848167261,N/A,N/A,N/A,N/A
Spacesuits: The Smithsonian National Air and Space Museum Collection,1576874982,9781576874981,11.68,3.99,2,17.67
Space Mathematics: Math Problems Based on Space Science (Dover Books on Aeronautical Engineering),486490335,800759490332,13.14,3.99,2,19.13
Ernsting's Aviation and Space Medicine 5E,1444179942,9781444179941,138.53,0,2,140.53
Planets and Planetary Systems,470016930,9780470016930,44.06,6.47,2,52.53
Business Ethics: A Textbook with Cases,1133943071,9781133943075,12.0,3.99,2,17.99
Scientific Integrity: Text and Cases in Responsible Conduct of Research,1555816614,9781555816612,49.12,3.99,2,55.11
Business Ethics: Decision Making for Personal Integrity & Social Responsibility,78029457,9780078029455,8.26,5.38,2,15.64
Ethics for Digital Journalists: Emerging Best Practices,415858852,9780415858854,38.26,3.98,2,44.24
Ethical Obligations and Decision-Making in Accounting: Text and Cases (Book ONLY),1259543471,9781259543470,79.94,3.99,2,85.93
Ethics and Law for School Psychologists,1119157064,9781119157069,53.96,0,2,55.96
"Business & Professional Ethics for Directors, Executives & Accountants",1305971450,9781305971455,72.6,5.33,2,79.93
Measurement and Evaluation in Physical Education and Exercise Science (7th Edition),321935160,9780321935168,70.47,3.99,2,76.46
"Issues and Ethics in the Helping Professions with 2014 ACA Codes (with CourseMate, 1 term (6 months) Printed Access Card) (MindTap Course List)",1305388283,9781305388284,48.0,0,2,50.0
Understanding Business Ethics,1506303234,9781506303239,60.0,3.99,2,65.99
Business Ethics as Rational Choice,136118674,9780136118671,11.75,3.99,2,17.74
Ethics in Information Technology,1285197151,9781285197159,24.99,4.92,2,31.91
Measurement and Assessment in Teaching (10th Edition),132408937,9780132408936,11.16,3.99,2,17.15
"Detecting Bull: How to Identify Bias and Junk Journalism in Print, Broadcast and on the Wild Web",1478255285,9781478255284,10.0,3.99,2,15.99
Engineering Ethics (4th Edition) (Esource),132145219,9780132145213,43.17,3.99,2,49.16
Case Studies in Assessment of Students with Disabilities,205410618,9780205410613,22.57,3.99,2,28.56
Intervention Strategies to Follow Informal Reading Inventory Assessment: So What Do I Do Now? (3rd Edition) (Response to Intervention),132907089,9780132907088,18.38,3.99,2,24.37
Alternative Approaches to Assessing Young Children,1598570870,9781598570878,17.18,0,2,19.18
AMERICAN LITERATURE STUDENT WORKBOOK,785418822,9780785418825,2.99,3.99,2,8.98
Machining Fundamentals Workbook,1619602148,9781619602144,20.81,3.99,2,26.8
Physical Activity and Health: The Evidence Explained,415421985,9780415421980,16.5,3.99,2,22.49
"Keyboarding and Word Processing Essentials, Lessons 1-55, Spiral bound Version",1133588948,9781133588948,1.95,3.99,2,7.94
"The Common Core Writing Book, K-5: Lessons for a Range of Tasks, Purposes, and Audiences",325048053,9780325048055,9.03,3.99,2,15.02
Assessment: In Special and Inclusive Education,1111833419,9781111833411,28.99,3.99,2,34.98
"Doing Qualitative Research: Designs, Methods, and Techniques",205695930,9780205695935,70.99,3.99,2,76.98
Study Guide and Practice Workbook - Prentice Hall Mathematics: Algebra 1,131254502,9780131254503,5.04,0,2,7.04
Evaluation in Action: Interviews With Expert Evaluators,1412949742,9781412949743,39.94,0,2,41.94
"Saxon Geometry: Student Edition, Practice Workbook",1602775656,9781602775657,10.44,4.49,2,16.93
Basic English Composition (Ags Basic English) Workbook,785429085,9780785429081,14.25,4.5,2,20.75
WORLD LITERATURE VOCABULARY WORKBOOK,785418334,9780785418337,5.0,3.99,2,10.99
"Rhetoric in the Flesh: Trained Vision, Technical Expertise, and the Gross Anatomy Lab (ATTW Series in Technical and Professional Communication)",415741025,9780415741026,11.26,3.99,2,17.25
Cracking the PCAT 2012-2013,375427430,9780375427435,4.73,3.99,2,10.72
BRS Neuroanatomy (Board Review Series),1451176090,9781451176094,10.0,4.99,2,16.99
Internal Medicine Essentials for Students: A Companion to MKSAP® for Students,1934465437,9781934465431,5.33,4.49,2,11.82
Widmann's Clinical Interpretation of Laboratory Tests (CLINICAL INTERPRETATION OF LAB TESTS (WIDMANN'S)),803602707,9780803602700,1.99,3.99,2,7.98
Introduction To Sound: Acoustics for the Hearing and Speech Sciences (Singular Textbook Series),1565939794,9781565939790,10.62,3.99,2,16.61
Understanding Ultrasound Physics,962644455,9780962644450,119.0,6.98,2,127.98
Modern Recording Techniques (Audio Engineering Society Presents),1138954373,9781138954373,44.67,3.99,2,50.66
"Vertebrates: Comparative Anatomy, Function, Evolution",78023025,9780078023026,65.0,6.54,2,73.54
Case/International Shop Manual Models 385 485 585 685 &885 (I & T SHOP SERVICE),872884163,9780872884168,29.69,3.99,2,35.68
International Harvester Shop Manual Series 706 756 806 856 1206 + (Manual Ih-32),872881075,9780872881075,17.73,3.99,2,23.72
Sound and Recording: Applications and Theory,415843375,9780415843379,35.02,3.99,2,41.01
Artist Management for the Music Business,815392664,9780815392668,36.2,3.99,2,42.19
Computational Ocean Acoustics (Modern Acoustics and Signal Processing),1441986774,9781441986771,92.3,3.99,2,98.29
On the Sensations of Tone (Dover Books on Music),486607534,9780486607535,4.09,3.99,2,10.08
John Deere Shop Manual 4030 4230 4430&4630 (Jd-50),872880850,9780872880856,22.49,3.99,2,28.48
"Why You Hear What You Hear: An Experiential Approach to Sound, Music, and Psychoacoustics",691148597,9780691148595,17.44,3.99,2,23.43
An Introduction to Underwater Acoustics: Principles and Applications (Springer Praxis Books),3540784802,9783540784807,321.41,3.99,2,327.4
Designing Audio Effect Plug-Ins in C++: With Digital Audio Signal Processing Theory,240825152,9780240825151,48.79,3.99,2,54.78
"Acoustics and Psychoacoustics, Fourth Edition",240521757,9780240521756,28.61,5.99,2,36.6
Electrician's Exam Prep,763751189,9780763751180,56.07,3.99,2,62.06
Test Your Numerical Aptitude: How to Assess Your Numeracy Skills and Plan Your Career (Testing Series),749450649,9780749450649,1.58,3.99,2,7.57
"Equality & Inclusion in Early Childhood, 2nd Edition (Linking Theory and Practice)",1444145509,9781444145502,49.15,3.99,2,55.14
Business and Administration Nvq Level 3,1444144227,9781444144222,10.48,6.47,2,18.95
Schaum's Outline of Descriptive Geometry (Schaum's),70272905,9780070272903,19.26,3.99,2,25.25
I Know Why the Caged Bird Sings (Cliffs Notes),822006413,785555010376,1.76,3.99,2,7.75
CliffsNotes on Conrad's Lord Jim,822007622,785555010567,0.01,3.99,2,6.0
A Separate Peace (Cliffs Notes),822011832,9780822011835,0.01,3.99,2,6.0
"Organic Chemistry: A Guided Inquiry for Recitation, Volume 1",1111573999,9781111573997,19.8,3.95,2,25.75
Kate Chopin's The Awakening (Cliffs Notes),822002183,9780822002185,0.01,3.99,2,6.0
A Gentle Guide to Research Methods,335219276,9780335219278,21.95,3.99,2,27.94
"PassKey EA Review, Part 1: Individuals: IRS Enrolled Agent Exam Study Guide 2014-2015 Edition (Volume 1)",1935664301,9781935664307,57.99,3.99,2,63.98
"Living Language Russian, Essential Edition: Beginner course, including coursebook, 3 audio CDs, and free online learning",307972097,9780307972095,5.99,8.91,2,16.9
Fire Officer's Handbook of Tactics Study Guide,1593700792,9781593700799,33.24,3.98,2,39.22
Advanced Microeconomic Theory: An Intuitive Approach with Examples (The MIT Press),262035448,9780262035446,61.01,3.99,2,67.0
Markets and Hierarchies : Analysis and Antitrust Implications,29347807,9780029347805,40.0,3.99,2,45.99
Strategy: An Introduction to Game Theory (Third Edition),393918386,9780393918380,70.77,5.72,2,78.49
The Essential Adam Smith,393955303,9780393955309,5.84,3.99,2,11.83
Game Theory: An Introduction,691129088,9780691129082,36.74,3.99,2,42.73
The Future of the Commons (Institute of Economic Affairs: Occasional Papers),255366531,9780255366533,7.79,3.99,2,13.78
"Microeconomic Theory: Basic Principles and Extensions (with Economic Applications, InfoTrac Printed Access Card)",324421621,9780324421620,10.0,6.05,2,18.05
An Introduction to Behavioral Economics: A Guide for Students,230532594,9780230532595,7.61,3.99,2,13.6
"Greed, Lust and Gender: A History of Economic Ideas",199238421,9780199238422,28.0,5.22,2,35.22
"The Growth of Economic Thought, 3rd ed.",822309734,9780822309734,19.39,3.99,2,25.38
Managerial Economics,1138810266,9781138810266,13.15,3.99,2,19.14
Principles of Systems Science (Understanding Complex Systems),1493919199,9781493919192,N/A,N/A,N/A,N/A
Games of Strategy (Third Edition),393931129,9780393931129,6.98,3.99,2,12.97
"Classroom Assessment: Issues and Practices, Second Edition",1577667697,9781577667698,30.0,3.99,2,35.99
Measurement and Assessment in Education (2nd Edition),205579345,9780205579341,65.0,0,2,67.0
Mixed Methods Research: Merging Theory with Practice,1606232592,9781606232590,6.5,3.98,2,12.48
Assessment In Special Education: A Practical Approach (3rd Edition),205608353,9780205608355,2.99,3.99,2,8.98
Transformative Research and Evaluation,1593853025,9781593853020,40.05,3.99,2,46.04
"Science Formative Assessment: 75 Practical Strategies for Linking Assessment, Instruction, and Learning",1412941806,9781412941808,3.3,3.99,2,9.29
Measurement and Statistics for Teachers,1138206539,9781138206533,31.88,3.99,2,37.87
Assessing Critical Thinking in Middle and High Schools: Meeting the Common Core,1596672331,9781596672338,32.18,3.99,2,38.17
Action Research Primer (Peter Lang Primer),820495271,9780820495279,2.18,3.99,2,8.17
"Seven Strategies of Assessment for Learning (2nd Edition) (Assessment Training Institute, Inc.)",133366448,9780133366440,24.44,3.99,2,30.43
Logic Modeling Methods in Program Evaluation,787981966,9780787981969,29.15,3.99,2,35.14
Instruction and Assessment for Struggling Writers: Evidence-Based Practices (Challenges in Language and Literacy),1606239074,9781606239070,11.0,3.99,2,16.99
Gronlund's Writing Instructional Objectives (8th Edition),131755935,9780131755932,34.69,3.99,2,40.68
Teaching Creative Writing: A Teaching Handbook with Weekly Lesson Plans,1499378300,9781499378306,10.25,3.99,2,16.24
Essentials of Middle and Secondary Social Studies,415638518,9780415638517,45.44,3.99,2,51.43
Effective Instructional Strategies: From Theory to Practice,1483306585,9781483306582,73.4,3.99,2,79.39
Instructional Strategies for Middle and High School,415898137,9780415898133,53.55,3.99,2,59.54
"Instructional-design Theories and Models: A New Paradigm of Instructional Theory, Volume II (Instructional Design Theories & Models)",805828591,9780805828597,8.94,3.94,2,14.88
"Effective Teaching Methods: Research-Based Practice, Seventh Edition",131367188,9780131367180,19.4,3.99,2,25.39
Teaching and Learning K-8: A Guide to Methods and Resources (9th Edition),131589628,9780131589629,29.9,3.99,2,35.89
Planning Effective Instruction: Diversity Responsive Methods and Management (What’s New in Education),495809497,9780495809494,15.9,5.24,2,23.14
"Differentiating Math Instruction, K-8: Common Core Mathematics in the 21st Century Classroom (Volume 3)",1452255458,9781452255453,14.67,3.99,2,20.66
Effective Strategies for Teaching in K-8 Classrooms,1412974550,9781412974554,41.65,3.98,2,47.63
Student Teaching: Early Childhood Practicum Guide (What’s New in Early Childhood),495813222,9780495813224,79.9,3.99,2,85.89
Year Round Project-Based Activities for STEM PreK-K,1420630245,9781420630244,10.85,3.99,2,16.84
Teaching Reading in Middle School: 2nd Edition: A Strategic Approach to Teaching Reading That Improves Comprehension and Thinking,545173558,9780545173551,9.2,3.99,2,15.19
Cosmological Inflation and Large-Scale Structure,521575982,9780521575980,8.0,5.4,2,15.4
Understanding Variable Stars,1107403707,9781107403703,47.98,3.99,2,53.97
"Introduction to Modeling Convection in Planets and Stars: Magnetic Field, Density Stratification, Rotation (Princeton Series in Astrophysics)",691141738,9780691141732,34.0,0,2,36.0
Small-Group Reading Instruction: A Differentiated Teaching Model for Beginning and Struggling Readers,872077098,9780872077096,15.53,3.98,2,21.51
Basic Space Plasma Physics,1848168950,9781848168954,68.4,3.99,2,74.39
Earth as an Evolving Planetary System,128036893,9780128036891,27.26,3.99,2,33.25
Physical Foundations of Cosmology,521563984,9780521563987,69.8,3.99,2,75.79
Protostars and Planets VI (Space Science Series),816531242,9780816531240,45.95,3.99,2,51.94
International Political Economy,205060633,9780205060634,23.64,3.98,2,29.62
The Power of Stars: How Celestial Observations Have Shaped Civilization,1441968024,9781441968029,4.08,3.99,2,10.07
"The Politics of Public Budgeting: Getting and Spending, Borrowing and Balancing",1506354807,9781506354804,38.0,3.99,2,43.99
"Language Network: Grammar, Usage, and Mechanics Book Answer Key Grade 8",618153837,9780618153831,20.0,6.2,2,28.2
A Brief History of Neoliberalism,199283273,8601404330568,6.58,3.99,2,12.57
Introduction to Planetary Science: The Geological Perspective,1402052332,8601421892797,52.98,3.99,2,58.97
Gravity's Fatal Attraction: Black Holes in the Universe,521717930,9780521717939,18.49,3.99,2,24.48
Galaxy Formation and Evolution,521857937,9780521857932,42.0,3.99,2,47.99
The Political Economy of East Asia: Striving for Wealth and Power,1933116919,9781933116914,12.99,3.99,2,18.98
Budget Tools: Financial Methods in the Public Sector,1483307700,9781483307701,38.5,3.99,2,44.49
Agricultural and Food Policy (6th Edition),131718738,9780131718739,20.99,3.99,2,26.98
Budgeting: Politics and Power,199859213,9780199859214,63.01,3.99,2,69.0
International Business Economics: A European Perspective,1403942196,9781403942197,60.99,3.99,2,66.98
Beyond the Resource Curse,812244001,9780812244007,24.8,3.99,2,30.79
Macroeconomic Policy: Demystifying Monetary and Fiscal Policy (Springer Texts in Business and Economics),3319328522,9783319328522,89.98,3.99,2,95.97
Federal Courts and the Law of Federal-State Relations (University Casebook Series),1609304233,9781609304232,29.05,3.99,2,35.04
Clinical Skills Review: Scenarios Based on Standardized Patients,1550594400,9781550594409,34.33,0,2,36.33
"First Aid Q&A for the USMLE Step 2 CK, Second Edition (First Aid USMLE)",71625712,9780071625715,4.78,6.17,2,12.95
"Psychiatry Board Review: Pearls of Wisdom, Third Edition",71549714,9780071549714,24.67,3.99,2,30.66
Rubin's Pathology: Clinicopathologic Foundations of Medicine,1605479683,9781605479682,11.49,3.99,2,17.48
"1000 EMQs for PLAB: Based on Current Exams, Third Edition (MasterPass)",1846195616,9781846195617,33.48,5.99,2,41.47
SOAP for Cardiology,1405104724,9781405104722,144.35,3.99,2,150.34
BEDTIME STORIES FOR PSYCHIATRY RESIDENTS: Psychiatry Board Review Topics A to Z,1609104684,9781609104689,16.0,3.99,2,21.99
250 Cases in Clinical Medicine,702033863,9780702033865,19.94,3.99,2,25.93
Essential Neuroscience (Point (Lippincott Williams & Wilkins)),781783836,9780781783835,4.31,3.99,2,10.3
First Aid for the Psychiatry Boards,71499865,9780071081665,7.91,4.49,2,14.4
"Adult EEG, Second Edition DVD: An Interactive Reading Session",1620700220,9781620700228,87.84,3.99,2,93.83
SOAP for Neurology,1405104570,9781405104579,82.99,3.99,2,88.98
Functional Assessment and Program Development for Problem Behavior: A Practical Handbook,1285734823,9781285734828,39.04,3.99,2,45.03
"Effective School Interventions, Third Edition: Evidence-Based Strategies for Improving Student Outcomes",1462526144,9781462526147,42.3,3.99,2,48.29
Treatment of Autism Spectrum Disorders: Evidence-Based Intervention Strategies for Communication and Social Interactions (CLI),1598570536,9781598570533,50.99,3.99,2,56.98
"Assessment of Autism Spectrum Disorder, Second Edition",1462533108,9781462533107,48.18,3.99,2,54.17
"Characteristics of Emotional and Behavioral Disorders of Children and Youth, with Enhanced Pearson eText -- Access Card Package (11th Edition) (What's New in Foundations / Intro to Teaching)",134460618,9780134460611,109.52,3.99,2,115.51
Characteristics of Emotional and Behavioral Disorders of Children and Youth (10th Edition),132658089,9780132658089,83.8,3.99,2,89.79
Emotional and Behavioral Disorders: Theory and Practice (5th Edition),205410669,9780205410668,4.14,3.99,2,10.13
Working with Students with Emotional and Behavior Disorders: Characteristics and Teaching Strategies,132298597,9780132298599,9.81,3.99,2,15.8
Behavior Analysis for Effective Teaching,415526809,9780415526807,49.0,3.99,2,54.99
Collaborative Consultation in the Schools: Effective Practices for Students with Learning and Behavior Problems (4th Edition),132596776,9780132596770,29.45,3.99,2,35.44
Holler If You Hear Me: The Education of a Teacher and His Students (The Teaching for Social Justice Series),807749583,9780807749586,8.68,3.99,2,14.67
"Research in Special Education: Designs, Methods, and Applications",398086044,9780398086046,32.99,3.99,2,38.98
Crafting Connections: Contemporary Applied Behavior Analysis for Enriching the Social Lives of Persons with Autism Spectrum Disorder,975585991,9780975585993,17.75,4.17,2,23.92
Major Problems in American Colonial History (Major Problems in American History Series),495912999,9780495912996,49.99,3.99,2,55.98
"Henry Hudson and the Algonquins of New York: Native American Prophecy & European Discovery, 1609",1571782222,9781571782229,10.13,3.99,2,16.12
The Constitutional Origins of the American Revolution (New Histories of American Law),521132304,9780521132305,7.18,3.99,2,13.17
Anne Hutchinson: Puritan Prophet (Library of American Biography),321476212,9780321476210,6.3,3.99,2,12.29
The Ordeal of the Longhouse: The Peoples of the Iroquois League in the Era of European Colonization (Published by the Omohundro Institute of Early ... and the University of North Carolina Press),807843946,9780807843949,4.25,5.24,2,11.49
Breaking Loose Together: The Regulator Rebellion in Pre-Revolutionary North Carolina,807849995,9780807849996,19.75,4.49,2,26.24
Becoming German: The 1709 Palatine Migration to New York,801473446,9780801473449,12.88,3.99,2,18.87
Coming Over: Migration and Communication Between England and New England in the Seventeenth Century,521338506,9780521338509,6.01,3.99,2,12.0
Witchcraft in Early North America (American Controversies),1442203587,9781442203587,2.25,3.98,2,8.23
Business Ethics: Case Studies and Selected Readings (MindTap Course List),1305972546,9781305972544,113.94,3.99,2,119.93
Business Ethics: Best Practices for Designing and Managing Ethical Organizations,1506388051,9781506388052,111.39,3.99,2,117.38
Doing Ethics in Media: Theories and Practical Applications,415881544,9780415881548,24.32,3.99,2,30.31
The Eighteenth Century: Europe 1688-1815 (Short Oxford History of Europe),198731205,9780198731207,2.98,3.99,2,8.97
Gender in the Workplace: A Case Study Approach,1412928176,9781412928175,12.44,4.69,2,19.13
"Central Africans, Atlantic Creoles, and the Foundation of the Americas, 1585-1660",521779227,9780521779227,6.35,3.99,2,12.34
Organizational Ethics: A Practical Approach,1506361757,9781506361758,79.97,5.99,2,87.96
Breaking The Backcountry: The Seven Years' War In Virginia And Pennsylvania 1754-1765,822958651,9780822958659,13.92,3.99,2,19.91
"New Views of New England: Studies in Material and Visual Culture, 1680-1830 (Publications of the Colonial Society of Massachusetts)",985254300,9780985254308,32.02,0,2,34.02
Anti-Oppressive Social Work Practice: Putting Theory Into Action,1452203482,9781452203485,75.0,3.99,2,80.99
The Ethics of Management,73530549,9780073530543,41.1,3.99,2,47.09
Moral Issues in Business,1111837422,9781111837426,3.38,5.72,2,11.1
"Ethics, Technology, and Engineering: An Introduction",1444330950,9781444330953,7.75,3.99,2,13.74
