title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Eccoci! Euro Edition with Cassette,0471693081,9780471693086,244.22,3.99,2,250.21
Cahier d'exercices to accompany Deux Mondes: Communicative Approach,0077412702,9780077412708,64.95,3.99,2,70.94
"Chinese: An Essential Grammar, Second Edition (Essential Grammars)",0415372615,9780415372619,17.1,3.99,2,23.09
Serbian: An Essential Grammar (Routledge Essential Grammars),0415286417,9780415286411,20.79,5.15,2,27.94
La France contemporaine,1413003737,9781413003734,1.36,3.99,2,7.35
Colloquial Chinese: The Complete Course for Beginners (Colloquial Series),0415434157,9780415434157,28.33,3.99,2,34.32
The Sanskrit Language: An Introductory Grammar and Reader Revised Edition (v. 1 & 2),0415491436,9780415491433,62.0,0,2,64.0
"Workbook/Lab Manual for Adesso!: An Introduction to Italian, 3rd",1413003540,9781413003543,10.37,3.99,2,16.36
"English Pronunciation in Use Advanced Book with Answers, 5 Audio CDs and CD-ROM (Win 2000/XP)",0521693764,9780521693769,18.0,3.99,2,23.99
Modern Welsh: A Comprehensive Grammar (Routledge Comprehensive Grammars),1138826308,9781138826304,79.04,3.99,2,85.03
Tradición y cambio: Lecturas sobre la cultura latinoamericana contemporánea (Spanish Edition),0072496436,9780072496437,15.0,5.27,2,22.27
Teach Yourself Greek Complete Course,0071420118,9780071420112,1.49,3.99,2,7.48
Meaning and the English Verb,0582305314,9780582305311,2.4,6.47,2,10.87
Kenntnisse: An Advanced German Course,0415163943,9780415163941,16.26,3.99,2,22.25
11th Hour: Introduction to Molecular Biology,0632043792,9780632043798,4.0,3.99,2,9.99
Les Jeux Sont Faits (French Edition),0135306752,9780135306758,17.19,4.1,2,23.29
CliffsNotes on Eliot's Mill on the Floss,0822008343,9780822008347,1.99,3.99,2,7.98
Study Guide For: Engineering Economic Analysis,0195336240,9780195336245,0.25,4.89,2,7.14
First Step: An Elementary Reader for Modern Chinese (The Princeton Language Program: Modern Chinese),0691154201,9780691154206,21.2,3.99,2,27.19
CMA Study Guide: Test Prep with Practice Questions for the Certified Management Accountant Exam,1940978807,9781940978802,28.95,3.99,2,34.94
Voces de Espana (World Languages),1285053834,9781285053837,99.94,3.99,2,105.93
"¡Anda! Curso intermedio, Volume 2 (2nd Edition)",020520158X,9780205201587,10.46,3.99,2,16.45
Cliffs Notes: Jude the Obscure,0822006901,0785555010444,0.01,3.99,2,6.0
Kate Chopin's The Awakening (Cliffs Notes),0822002183,9780822002185,0.01,3.99,2,6.0
"Focus on Grammar, Level 5, 4th Edition",0132546507,9780132546508,1.95,3.99,2,7.94
Alter Ego + 3 : Cahier d'activits + CD audio (French Edition),2011558158,9782011558152,19.32,7.7,2,29.02
Cliffs Notes on Shakespeare's Julius Caesar,0822000202,9780822000204,0.01,3.99,2,6.0
CliffsQuickReview Statistics,0822053497,0049086053494,0.1,4.89,2,6.99
Study Guide for Goldfrank's Toxicologic Emergencies,0838531490,9780838531495,95.76,0,2,97.76
Kaplan PMBR FINALS: Evidence: Core Concepts and Key Questions,1427796408,9781427796400,2.2,3.99,2,8.19
Keats and Shelley (Cliffs Notes),0822007029,0049086007022,2.99,3.99,2,8.98
Verbal Hygiene (Routledge Linguistics Classics),0415696003,9780415696005,25.89,3.99,2,31.88
CliffsNotes on Fielding's Joseph Andrews,0822006820,0049086006827,1.0,4.75,2,7.75
"Schaum's Outline of Financial Management, Third Edition (Schaum's Outline Series)",0071481281,9780071481281,1.02,3.99,2,7.01
CliffsAP English Literature and Composition Preparation Guide (Advanced placement),0822023059,9780822023050,0.1,4.89,2,6.99
Organic Chemistry: Textbook and Student Study Guide and Solutions Manual,0470183195,9780470183199,N/A,N/A,N/A,N/A
Kaplan SAT 2009 Comprehensive Program,1419552104,9781419552106,2.29,3.99,2,8.28
Compact Equipment Power Trains (Compact equipment (fundamentals of service)),0866911561,9780866911566,17.5,4.05,2,23.55
CliffsNotes on Shakespeare's The Taming of the Shrew,0822000814,0049086000818,0.01,3.99,2,6.0
Rainforest (Helen Cowcher series),184059019X,9781840590197,N/A,N/A,N/A,N/A
IGCSE English as a Second Language (Cambridge International IGCSE),052154694X,9780521546942,1.26,3.99,2,7.25
Colloquial Arabic of the Gulf and Saudi Arabia (Colloquial Series),0415465389,9780415465380,67.99,3.99,2,73.98
En Grupos: Cooperative Learning Workbook for Beginning Students (Spanish Edition),0844275026,9780844275024,1.6,6.47,2,10.07
Kaplan AP English Literature and Composition 2009,1419552422,9781419552427,0.01,3.99,2,6.0
"Study Guide and Workbook for Haviland/Prins/Walrath/McBride’s Anthropology:The Human Challenge, 11th",0534623646,9780534623647,7.16,3.99,2,13.15
"Ven Conmigo! Cuaderno de Gramatica: Cuaderno de Gramatica (Holt Spanish, Level 1)",003064982X,9780030649820,5.56,3.99,2,11.55
Calculus Made Easy,0333772431,9780333772430,2.4,6.47,2,10.87
Generation 1.5 in College Composition: Teaching Academic Writing to U.S.-Educated Learners of ESL,0805864431,9780805864434,19.38,3.99,2,25.37
A Frequency Dictionary of Czech: Core Vocabulary for Learners (Routledge Frequency Dictionaries),0415576628,9780415576628,47.47,3.99,2,53.46
The Sounds of Japanese with Audio CD,0521617545,9780521617543,27.68,3.99,2,33.67
Oxford Essential Dictionary and CD-ROM Pack 2E,0194334031,9780194334037,20.86,3.99,2,26.85
Cambridge BEC Higher 3 Self Study Pack (BEC Practice Tests),052167204X,9780521672047,41.73,3.99,2,47.72
Cambridge Essential English Dictionary,0521170923,9780521170925,18.61,3.99,2,24.6
CliffsNotes on Twain's The Adventures of Tom Sawyer,0822013010,0049086013016,0.01,3.99,2,6.0
CliffsNotes on James' The American,0822001640,9780822001645,1.99,3.99,2,7.98
Playway to English Level 1 Teacher's Book,0521129907,9780521129909,27.25,3.99,2,33.24
Flightpath: Aviation English for Pilots and ATCOs Student's Book with Audio CDs (3) and DVD (Cambridge Professional English),0521178711,9780521178716,30.0,5.24,2,37.24
"Longman Dictionary of Contemporary English, Fifth Edition (Paperback + DVD-ROM)",1408215330,9781408215333,10.92,5.99,2,18.91
Kaplan AP Physics B & C 2009,1419552449,9781419552441,4.99,0,2,6.99
Chinua Achebe 's Things Fall Apart: Notes (Cliffs Notes),0822012766,9780822012764,0.01,3.99,2,6.0
CliffsNotes on Nordhoff and Hall's The Mutiny on the Bounty (Cliffs Notes Series),0822008602,9780822008606,2.49,3.99,2,8.48
Writing Proficiency Examinations (Cliffs Test Prep),0822020432,0049086020434,1.99,3.95,2,7.94
Ovid: Metamorphoses Book XIV (Cambridge Greek and Latin Classics),0521007933,9780521007931,31.65,3.99,2,37.64
Spain 1812 - 2004 2nd Edition (Modern History for Modern Languages),034081506X,9780340815069,1.69,3.99,2,7.68
Spanish for Law Enforcement,0131401335,9780131401334,24.0,5.12,2,31.12
Mise en scène: cinéma et lecture,0131839691,9780131839694,18.99,4.01,2,25.0
Colloquial Russian: The Complete Course For Beginners (Colloquial Series),0415161428,9780415161428,9.9,3.99,2,15.89
Pasajes:  Literatura,0077264096,9780077264093,26.85,3.99,2,32.84
King Henry Fourth (Cliffs Complete Study Editions),0822014254,9780822014256,1.04,3.94,2,6.98
"Horizontes, Grammar and Conversation",0471466751,9780471466758,0.51,3.99,2,6.5
Discover Romanian: An Introduction to the Language and Culture,0814205364,9780814205365,42.34,3.99,2,48.33
More Grammar Practice 2,1111220425,9781111220426,12.99,3.99,2,18.98
CliffsQuickReview Calculus,0822053128,0049086053128,0.01,3.99,2,6.0
Study Guide to Accompany The Human Brain,032301321X,9780323013215,1.32,3.97,2,7.29
CliffsNotes The Red Badge of Courage,0822011204,9780822011200,0.01,3.98,2,5.99
Cliffs Notes on Dostoevsky's Crime and Punishment,0822003287,9780822003281,0.01,3.99,2,6.0
CliffsAP United States History Preparation Guide,0822023105,9780822023104,2.0,3.99,2,7.99
CliffsQuickReview Trigonometry (Quick Reviews),0822053586,9780822053583,0.75,3.99,2,6.74
Orwell's Animal Farm (Cliffs Notes),0822001748,0049086001747,0.01,3.99,2,6.0
"AP US Government & Politics 2E (Ap United States Government and Politics, 2nd ed)",0028617142,9780028617145,6.0,4.3,2,12.3
Dante's Divine Comedy: The Inferno (Cliffs Notes),0822003910,0049086003918,0.01,3.99,2,6.0
CliffsNotes on Virgil's The Aeneid,0822001195,9780822001195,0.01,3.99,2,6.0
CliffsNotes on Kesey's One Flew Over the Cuckoo's Nest,0822009625,0049086009620,0.01,3.99,2,6.0
Multiple Subjects Assessment for Teachers Preparation Guide (Cliffs Test Prep),0822020483,9780822020486,2.59,3.99,2,8.58
CliffsAP Chemistry Examination Preparation Guide,0822023091,9780822023098,2.09,4.49,2,8.58
Ventures Level 4 Student's Book with Audio CD,110768157X,9781107681576,19.95,3.98,2,25.93
Understanding and Using English Grammar Workbook (Full Edition; with Answer Key),0132415437,9780132415439,5.81,3.99,2,11.8
Shakespeare's Othello (Cliffs Notes),0822000636,0049086000634,0.01,3.99,2,6.0
Basic Written Chinese Practice Essentials: An Introduction to Reading and Writing for Beginners,0804840172,9787512337039,22.98,5.29,2,30.27
Modelos: An Integrated Approach for Proficiency in Spanish (2nd Edition),0205767583,9780205767588,10.0,3.99,2,15.99
"Danish Dictionary: Danish-English, English-Danish (Routledge Bilingual Dictionaries)",0415108039,9780415108034,9.42,3.99,2,15.41
Cahier d'activites ecrites et de laboratoire (Student Activities/Lab Manual) to Accompany Paroles,0470004169,9780470004166,3.31,3.99,2,9.3
"Doble via: Comunicacion en espanol, StandAlone (World Languages)",0495915092,9780495915096,9.86,3.99,2,15.85
Latin America since 1780 (Modern History for Modern Languages),113891567X,9781138915671,163.1,3.99,2,169.09
The Oxford Picture Dictionary English/Cambodian: English Cambodian Edition (The Oxford Picture Dictionary Program),0194351947,9780194351942,51.0,4.34,2,57.34
Student Activities Manual for ¡A que si!,1111838011,9781111838010,13.31,3.99,2,19.3
Basic Grammar in Use Student's Book without Answers and CD-ROM: Reference and Practice for Students of North American English,0521133378,9780521133371,20.57,3.99,2,26.56
Texas Academic Skills Program: Preparation Guide (Cliffs Test Prep),0822020726,9780822020721,2.97,4.87,2,9.84
Kaplan AP Psychology 2009,1419552457,9781419552458,1.99,3.99,2,7.98
Complete Revision for The Intercollegiate MRCS (MRCS Study Guides),0443101876,9780443101878,14.88,5.99,2,22.87
CliffsTestPrep SAT I Preparation Guide (Cliffs Test Preparation Series),0822020742,9780822020745,1.0,3.99,2,6.99
Fundamentals of Chinese Characters,0300109458,9780300109450,23.79,3.99,2,29.78
Teaching Speaking: A Holistic Approach (Cambridge Language Education),1107648335,9781107648333,44.11,0,2,46.11
Graded Spanish Reader: Segunda etapa (World Languages),0669353922,9780669353921,54.96,0,2,56.96
Directo al grano: A Complete Reference Manual for Spanish Grammar,0130848018,8580000913361,1.85,3.99,2,7.84
The Invisible Man (Cliffs Notes),0822006545,0049086006544,0.01,3.99,2,6.0
a votre tour!: Intermediate French,0618693157,9780618693153,38.7,3.99,2,44.69
Study Guide for Development Through the Lifespan,0205166490,9780205166497,10.95,3.99,2,16.94
Student Solutions Manual for Beginning and Intermediate Algebra,0131492071,9780131492073,168.86,5.47,2,176.33
CliffsQuickReview Biology (Quick Reviews),0822053063,0049086053067,0.65,3.99,2,6.64
CliffsNotes on Tan's The Kitchen God's Wife,0822007126,0049086007121,0.01,3.99,2,6.0
"Wiley CPA Examination Review 2006-2007, Vol. 2: Problems and Solutions, 33rd Edition",047172677X,9780471726777,756.63,3.99,2,762.62
"Future English for Results, Book 5",0132408759,9780132408752,9.99,3.99,2,15.98
"Bless Me, Ultima (Cliffs Notes)",0822002493,0785555009455,1.95,3.99,2,7.94
"Study Guide for Moore/Stanitski/Jurs’ Chemistry: The Molecular Science, 3rd",0495112542,9780495112549,1.25,3.99,2,7.24
Using Russian: A Guide to Contemporary Usage,052154761X,9780521547611,37.91,4.49,2,44.4
CliffsQuickReview Geometry,0822053292,9780822053286,0.01,3.99,2,6.0
Powerplant Test Guide 2008: The Fast-Track to Study for and Pass the FAA Aviation Maintenance Technician Powerplant Knowledge Test (Fast Track series),1560276673,9781560276678,4.83,3.99,2,10.82
Homer: Iliad I-XII (Greek Texts) (Bks.1-12),185399507X,9781853995071,18.98,4.97,2,25.95
Vorsprung: A Communicative Introduction to German Language and Culture (World Languages),1133607357,9781133607359,18.72,3.99,2,24.71
"Look, I Can Talk!  French (French Edition)",1560184973,9781560184973,11.29,3.78,2,17.07
National 5 & Higher English: Scottish Short Texts,1471837440,9781471837449,6.77,3.99,2,12.76
Mercurio: An Intermediate to Advanced Reader in Italian Language and Culture (Yale Language),0300104006,9780300104004,4.79,3.49,2,10.28
Luath Scots Language Learner: An Introduction to Contemporary Spoken Scots,1906307431,9781906307431,36.95,0,2,38.95
"Side by Side Plus 3 - Life Skills, Standards & Test Prep (3rd Edition)",0132402564,9780132402569,17.39,4.59,2,23.98
Psychological Perspectives on Religion and Religiosity,0415682878,9780415682879,24.95,3.99,2,30.94
Dine Bizaad Binahoo'aah: Rediscovering the Navajo Language,1893354741,9781893354746,20.0,3.99,2,25.99
Cbest: California Basic Educational Skills Test Preparation Guide (Cliffs Test Preparation Series),0822020696,9780822020691,11.94,3.99,2,17.93
Kalaam Gamiil: An Intensive Course in Egyptian Colloquial Arabic. Volume 2 (Arabic Edition),9774164938,9789774164934,32.25,0,2,34.25
Basic Spanish: A Grammar and Workbook (Grammar Workbooks) (English and Spanish Edition),041535501X,9780415355018,34.01,3.99,2,40.0
Fundamentos teóricos y prácticos de historia de la lengua española,030017098X,9780300170986,28.71,3.99,2,34.7
Student Activities Manual for Doyle/Fryer/Cere's Éxito comercial,0495907790,9780495907794,19.98,3.99,2,25.97
Pause-Cafe: French in Review - Moving Toward Fluency,0072407840,9780072407846,3.57,6.99,2,12.56
A Reflection of Reality: Selected Readings in Contemporary Chinese Short Stories (The Princeton Language Program: Modern Chinese),069116293X,9780691162935,32.83,3.99,2,38.82
"Whaddaya Say? Guided Practice in Relaxed Speech, Second Edition",0201670402,9780201670400,2.44,3.99,2,8.43
First Polish Reader for beginners bilingual for speakers of English: First Polish dual-language Reader for speakers of English with bi-directional ... for beginners (Polish and English Edition),1456302590,9781456302597,15.98,3.99,2,21.97
Leyendas del mundo hispano (3rd Edition) (Spanish Edition),0205696503,9780205696505,14.11,4.49,2,20.6
"Gente: nivel básico, 2015 Release (3rd Edition)",0134040260,9780134040264,89.08,3.99,2,95.07
Conversación y controversia: Tópicos de hoy y de siempre (6th Edition),0205696554,9780205696550,42.74,4.49,2,49.23
Side by Side Extra 1 Student Book & eText,0132458845,9780132458849,25.87,3.99,2,31.86
Introduction to Crowd Science,1466579641,9781466579644,127.62,3.99,2,133.61
A Student Grammar of Turkish,0521149649,9780521149648,33.31,3.99,2,39.3
Understanding and Using English Grammar Chartbook,0132052105,9780132052108,5.97,3.99,2,11.96
Umm al-Dunya: Advanced Egyptian Colloquial Arabic (Arabic Edition),9774165640,9789774165641,40.0,3.99,2,45.99
Cambridge Learner's Dictionary with CD-ROM,1107660157,9781107660151,14.8,5.99,2,22.79
Targeting Listening and Speaking: Strategies and Activities for ESL/EFL Students,047208898X,9780472088980,8.0,4.18,2,14.18
Academic Encounters Level 4 Student's Book Reading and Writing: Human Behavior,1107602971,9781107602977,18.43,3.99,2,24.42
Inside Out/Outside In: Exploring American Literature,0395986052,9780395986059,13.16,3.99,2,19.15
Remembering the Kana: A Guide to Reading and Writing the Japanese Syllabaries in 3 Hours Each,0824831640,9780824831646,5.89,3.99,2,11.88
Entre Amis,0618512926,9780618512928,18.5,3.99,2,24.49
L'Essentiel de la Grammaire Francaise (French Edition),0132947943,9780132947947,23.0,4.6,2,29.6
Reflexiones: Introducción a la literatura hispánica,0205103731,9780205103737,63.45,5.54,2,70.99
Ancient Egyptian Hieroglyphs: A Practical Guide - A Step-by-Step Approach to Learning Ancient Egyptian Hieroglyphs,081094961X,9780810949614,20.38,3.99,2,26.37
Mosaicos Volume 3 (6th Edition),020599427X,9780205994274,7.5,3.99,2,13.49
Basic Yiddish: A Grammar and Workbook (Grammar Workbooks),0415555221,9780415555227,38.97,3.99,2,44.96
Echo 2eme Edition - Cahier Personnel D'apprentissage + Cd-audio + Livre-web Niveau A2 (French Edition),2090385936,9782090385939,11.53,3.99,2,17.52
Language Assessment in Practice (Oxford Applied Linguistics),0194422933,9780194422932,18.75,3.99,2,24.74
World Englishes Paperback with Audio CD: Implications for International Communication and English Language Teaching (Cambridge Language Teaching Library),0521616875,9780521616874,34.34,0,2,36.34
"Golosa, Book 2: A Basic Course in Russian (4th Edition) (Bk. 2)",0136127371,9780136127376,8.0,5.19,2,15.19
Basic Grammar in Use Student's Book with Answers and CD-ROM: Self-study reference and practice for students of North American English,0521133343,9780521133340,36.31,3.99,2,42.3
"Japanese: The Spoken Language, Part 1 - A Question and Answer Supplement",0300059418,9780300059410,2.02,3.99,2,8.01
Complete Advanced Workbook with Answers with Audio CD,1107675170,9781107675179,19.9,3.99,2,25.89
"Camino oral: Fonetica, fonologia y practica de los sonidos del espanol + Student Audio CD Program",007235559X,9780072355598,51.32,3.99,2,57.31
Iberoamérica: Historia de su civilización y cultura (4th Edition),0130139920,9780130139924,27.8,3.99,2,33.79
English in Action 4,1424049938,9781424049936,7.14,1.0,2,10.14
"Portugues Dinamico Seculo 21: Uma Maneira Facil de Aprender Portugues, Conhecendo o Brazil, seus Costumes e sua Gente",1594576912,9781594576911,11.22,4.49,2,17.71
Método Cortina: inglés en 20 lecciones,0805015043,9780805015041,25.46,5.5,2,32.96
Interchange Level 3 Student's Book with Self-study DVD-ROM (Interchange Fourth Edition),110764870X,9781107648708,15.81,4.49,2,22.3
Workbook/Laboratory Manual for ¡Avance!,0077412788,9780077412784,74.99,3.99,2,80.98
German for Reading : A Programmed Approach for Graduate and Undergraduate Reading Courses,0133540197,9780133540192,73.02,3.99,2,79.01
Teaching and Learning Arabic as a Foreign Language: A Guide for Teachers,1589016572,9781589016576,26.6,3.99,2,32.59
"Write to be Read Student's Book: Reading, Reflection, and Writing (Cambridge Academic Writing Collection)",0521547466,9780521547468,2.0,3.99,2,7.99
De paseo: Curso intermedio de espanol (World Languages),142826292X,9781428262928,56.13,3.95,2,62.08
Atando cabos: Curso intermedio de español with MyLab Spanish with eText (multi semester access) -- Access Card Package (4th Edition),0205989810,9780205989812,27.82,3.99,2,33.81
The Preposition Book: Practice toward Mastering English Prepositions,047203166X,9780472031665,15.59,3.99,2,21.58
Golden Chinese: A Golden Key for Entry: Conversational Mandarin for Beginner-Intermediate (Volume 1),0615711715,9780615711713,34.22,3.99,2,40.21
"Student Activities Manual for Intrigue: langue, culture et mystère dans le monde francophone",0205741428,9780205741427,22.99,3.99,2,28.98
"Identit, Modernit, Texte",0300098049,9780300098044,19.44,3.94,2,25.38
Latin Sentence and Idiom: A Composition Course (Latin Language) (English and Latin Edition),0862922658,9780862922658,2.24,3.99,2,8.23
Ukrainian for Speakers of English Text: Introductory and Intermediate Levels (English and Ukrainian Edition),1550590952,9781550590951,49.0,3.99,2,54.99
"Quant À Moi...: Témoignages Des Français Et Des Francophones, 5th Edition",1111354170,9781111354176,39.0,3.99,2,44.99
Japanese For Young People II: Student Book (Japanese for Young People Series),1568364598,9781568364599,16.5,3.99,2,22.49
What a World Reading 1: Amazing Stories from Around the Globe (2nd Edition) (What a World Reading: Amazing Stories from Around the Globe),0132472678,9780132472678,11.94,4.79,2,18.73
"Student Activities Manual for Hoy dia: Spanish for Real Life, Volume 1",020575645X,9780205756452,14.63,3.99,2,20.62
Learning English as a Foreign Language For Dummies,0470747471,8601300288086,13.29,6.47,2,21.76
Touchstone Level 2 Full Contact,110765940X,9781107659407,24.39,3.99,2,30.38
Viewpoint Level 2 Student's Book,0521131898,9780521131896,34.0,3.99,2,39.99
Let's Speak Twi: A Proficiency Course in Akan Language and Culture,1575866048,9781575866048,21.1,3.99,2,27.09
Deutsche Literatur im Kontext 1750-2000: A German Literature Reader (German Edition),1585102636,9781585102631,26.68,3.99,2,32.67
College Korean,0520069943,9780520069947,12.67,4.57,2,19.24
A Morphology of New Testament Greek,0819194913,9780819194916,49.95,3.99,2,55.94
Sonido y sentido: Teoría y práctica de la pronunciación del español con audio CD (Georgetown Studies in Spanish Linguistics) (Spanish Edition),1589010264,9781589010260,7.0,3.99,2,12.99
Com Licença!: Brazilian Portuguese for Spanish Speakers (Special Publication),0292711425,9780292711426,7.5,3.99,2,13.49
Japanese for Professionals,1568364601,9781568364605,17.41,4.49,2,23.9
Key to a New Arabic Grammar,0853310688,9780853310686,19.79,6.47,2,28.26
Student Activities Manual for Chez nous: Branché sur le monde francophone,0205686818,9780205686810,14.0,3.99,2,19.99
Key To Yiddish (Yiddish and English Edition),1461170028,9781461170020,36.61,7.74,2,46.35
"Grammar Dimensions 3: Form, Meaning, and Use, Fourth Edition (Full Student Book with InfoTrac)",1413027423,9781413027426,10.4,3.99,2,16.39
Touchstone Level 4 Full Contact,1107661528,9781107661523,41.55,3.99,2,47.54
"Diversite: La Nouvelle Francophone: An Intermediate Reader and Francophone Anthology, 2nd Edition",0395909333,9780395909331,41.9,3.99,2,47.89
German for Musicians,025321260X,8580000948653,24.01,3.99,2,30.0
Echo (Nouvelle Version): Cahier Pesonnel d'apprentissage + Dvd-rom + Livre-web A1 2e Edition (French Edition),2090385898,9782090385892,24.26,3.99,2,30.25
"Remembering Traditional Hanzi: Book 1, How Not to Forget the Meaning and Writing of Chinese Characters",0824833244,9780824833244,23.99,0,2,25.99
First Russian Reader for beginners bilingual for speakers of English: First Russian dual-language Reader for speakers of English with bi-directional ... audiofiles for beginners (Russian Edition),1453639535,9781453639535,11.97,3.99,2,17.96
Speaking of Values 2: Coversation and Listening,013182547X,9780131825475,9.21,4.89,2,16.1
Intermediate Spoken Chinese Practice Essentials: A Wealth of Activities to Enhance Your Spoken Mandarin (DVD Included),0804840199,9780804840194,6.23,3.99,2,12.22
English L2 Reading: Getting to the Bottom (ESL & Applied Linguistics Professional Series),0415706270,9780415706278,39.99,0,2,41.99
Grammar and Beyond Level 1 Workbook A,0521279895,9780521279895,5.55,3.97,2,11.52
Side by Side 1 Student Book/Workbook 1A (bk. 1a),0130292982,9780130292988,15.0,4.49,2,21.49
Ahlan wa Sahlan: Intermediate Arabic (Student Text): Functional Modern Standard Arabic for Intermediate Learners (Yale Language Series),0300103786,9780300103786,2.02,4.49,2,8.51
Practical English Language Teaching PELT Speaking,0073103101,9780073103105,53.1,3.99,2,59.09
"All Clear 1: Listening and Speaking, 2nd Edition",1413017037,9781413017038,8.65,4.94,2,15.59
Beginner's Dutch with 2 Audio CDs (Hippocrene Beginner's Series),0781812836,9780781812832,18.65,3.99,2,24.64
Grammar and Beyond Level 2 Workbook B,0521279933,9780521279932,5.0,3.99,2,10.99
2001 Russian and English Idioms (2001 Idioms Series) (Russian and English Edition),0812095324,9780812095326,8.88,3.99,2,14.87
Animation for Russian Conversation,1585103101,9781585103102,35.91,3.99,2,41.9
Gargantua Et Pantagruel+cd Nouveaute (Lire Et S'Entrainer) (English and French Edition),8853010827,9788853010827,23.9,0,2,25.9
Complete Advanced Workbook without Answers with Audio CD,1107631483,9781107631489,20.74,3.99,2,26.73
"Sing 'n Learn Japanese, Vol. 1 (Book & CD)",1888194227,9781888194227,9.99,3.99,2,15.98
Basic English Grammar Workbook A,0132942267,9780132942263,12.33,3.99,2,18.32
"Ven Conmigo! Cuaderno de Activity, Level 1",003064979X,9780030649790,6.82,3.99,2,12.81
Contemporary Hebrew 1 (English and Hebrew Edition),087441251X,9780874412512,10.0,3.99,2,15.99
Liaisons: An Introduction to French (World Languages),0495809691,9780495809692,5.42,3.99,2,11.41
A New Arabic Grammar of the Written Language,085331585X,9780853315858,23.32,5.37,2,30.69
"Collins Robert French College Dictionary, 8th Edition (Collins Language)",0062233300,9780062233301,9.41,5.99,2,17.4
Business Vocabulary in Use Elementary to Pre-intermediate with answers (Cambridge International Corpus),0521128277,9780521128278,27.99,3.99,2,33.98
Sons et sens: La prononciation du français en contexte,1589019717,9781589019713,45.0,5.29,2,52.29
German Survival Guide: The Language and Culture You Need to Travel with Confidence in Germany and Austria (English and German Edition),0970373465,9780970373465,9.02,3.99,2,15.01
Ventures Transitions Level 5 Teacher's Manual,0521186153,0000521186153,3.95,9.49,2,15.44
Formal Spoken Arabic Basic Course with MP3 Files (Georgetown Classics in Arabic Languages and Linguistics) (Arabic Edition),1589010604,9781589010604,12.85,5.22,2,20.07
The Complete Guide to the TOEFL Test: PBT Edition (Exam Essentials),111122059X,9781111220594,10.4,3.99,2,16.39
"Tests D'Evaluation Grammaire Progressive Du Francais, Niveau Avance (French Edition)",2090338199,9782090338195,5.25,3.99,2,11.24
500 French Verbs For Dummies,1118516028,9781118516027,11.36,3.99,2,17.35
Uktub al-‘arabiya: Beginners Writing Skills in Modern Standard Arabic (Arabic Edition),9774165853,9789774165856,21.22,3.98,2,27.2
Je K`A So Yoruba,0300055900,9780300055900,19.86,3.99,2,25.85
Life Advanced with DVD (Life (British English)),1133315739,9781133315735,22.46,3.99,2,28.45
Encounters II [text + workbook]: A Cognitive Approach to Advanced Chinese (Chinese in Context Language Learning Series),0253221021,9780253221025,30.0,3.99,2,35.99
A Latin Grammar,0198602774,9780198602774,4.98,3.99,2,10.97
Let's Speak Indonesia: Ayo Berbahasa Indonesia (English and Indonesian Edition),0824834798,9780824834791,27.0,3.99,2,32.99
Oxford Picture Dictionary Classic Classroom Activities: Teacher resource of reproducible activities to help develop cooperative critical thinking and skills. (Oxford Picture Dictionary 2E),0194740234,9780194740234,46.87,3.99,2,52.86
What English Language Teachers Need to Know Volume III: Designing Curriculum (ESL & Applied Linguistics Professional Series),0415662559,9780415662550,29.24,0,2,31.24
The Oxford Picture Dictionary English/Polish: English-Polish Edition (The Oxford Picture Dictionary Program),0194351939,9780194351935,20.5,3.99,2,26.49
Essential Thai,9745241377,9789745241374,18.57,3.99,2,24.56
Downtown 2: English for Work and Life (Downtown: English for Work and Life),0838443796,9780838443798,8.2,3.99,2,14.19
Business Spanish (Teach Yourself) (English and Spanish Edition),0844238333,9780844238333,10.98,3.99,2,16.97
Anything Goes: An Advanced Reader of Modern Chinese - Revised Edition (The Princeton Language Program: Modern Chinese),0691153116,9780691153117,25.51,3.99,2,31.5
Raise the Issues: An Integrated Approach to Critical Thinking (3rd Edition),0137007302,9780137007301,8.43,3.94,2,14.37
La France contemporaine à travers ses films (French Edition),158510373X,9781585103737,25.56,3.98,2,31.54
Taiwan Today: An Intermediate Course (English and Chinese Edition),0887275648,9780887275647,45.24,0,2,47.24
"The American Heritage Spanish Dictionary: Spanish/English, Ingles/Espanol",0544103688,9780544103689,5.0,3.99,2,10.99
Gente: Nivel intermedio,0132278081,9780132278089,78.85,3.99,2,84.84
"¡Asi se dice! Level 3, Student Edition (Spanish Edition)",007660425X,9780076604258,36.95,4.5,2,43.45
"For Your Information: Reading and Vocabulary Skills, No. 3, 2nd Edition",0132380080,9780132380089,7.07,3.99,2,13.06
Beginning Creek: Mvskoke Emponvkv,0806135832,9780806135830,27.31,3.99,2,33.3
"Touchstone Level 2, Student's Book (Book & CD)",0521666058,9780521666053,4.46,3.99,2,10.45
Japanese in MangaLand 2: Basic to Intermediate Level (Japanese in MangaLand Series),4889961860,9784889961867,5.29,3.99,2,11.28
Beginner's Croatian with 2 Audio CDs (Hippocrene Beginner's),0781812321,9780781812320,19.0,3.99,2,24.99
Conversation Analysis and Second Language Pedagogy: A Guide for ESL/ EFL Teachers (ESL & Applied Linguistics Professional Series),0415806372,9780415806374,31.41,3.99,2,37.4
Lughatuna al-Fusha: A New Course in Modern Standard Arabic: Book One (Arabic Edition),9774163524,9789774163524,20.97,3.99,2,26.96
