title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
"Sponsorship in Marketing: Effective Communication through Sports, Arts and Events",0415739802,9780415739801,19.56,3.99,2,25.55
In the Kitchen with Le Cordon Bleu,1133282822,9781133282822,38.01,3.99,2,44.0
"Student Workbook and Study Guide to accompany Hospitality Management Accounting, 9e",0471689262,9780471689263,27.31,3.99,2,33.3
"ASE Test Preparation - Transit Bus H5, Suspension and Steering (Delmar Learning's Ase Test Prep Series)",1428340114,9781428340114,19.88,3.99,2,25.87
The Deerslayer (Cliffs Notes),0822003872,0785555009684,5.02,3.99,2,11.01
Heller's Catch-22 (Cliffs Notes),0822002965,0049086002966,0.4,3.99,2,6.39
How to Ace Your Medical School Interviews: 224 Sample Questions and Answers with Insight on the Interviews and Premed Process,1483651673,9781483651675,11.99,3.99,2,17.98
Introduction to Tourism Transport (Tourism Studies),1780642148,9781780642147,45.5,3.99,2,51.49
"Tour Guiding Research: Insights, Issues and Implications (Aspects of Tourism)",1845414675,9781845414672,N/A,N/A,N/A,N/A
Ethics in the Post-Enron Age,0324191936,9780324191936,6.98,3.99,2,12.97
Wine a Global Business,0971587035,9780971587038,N/A,N/A,N/A,N/A
Teaching English Overseas: An Introduction (Oxford Handbooks for Language Teachers Series),0194328147,9780194328142,N/A,N/A,N/A,N/A
Confessions of an Event Planner: Case Studies from the Real World of Events--How to Handle the Unexpected and How to Be a Master of Discretion,0470160187,9780470160183,N/A,N/A,N/A,N/A
Kaplan MCAT Practice Tests (Kaplan Test Prep),1609789482,9781609789480,7.44,3.99,2,13.43
Garde Manger: Cold Kitchen Fundamentals,0131182196,9780131182196,33.37,3.99,2,39.36
Ulysses (Cliffs Notes),0822013150,9780822013150,6.94,3.99,2,12.93
Writing Your Thesis (SAGE Study Skills Series),1446267857,9781446267851,22.69,3.99,2,28.68
Grammaire Progressive Du Francais - Nouvelle Edition: Livre Intermediaire 3e Edition + Cd-audio (Collec Progress) (French Edition),2090381248,9782090381245,27.03,3.99,2,33.02
"The Free Development of Each: Studies on Freedom, Right, and Ethics in Classical German Philosophy",0199685533,9780199685530,N/A,N/A,N/A,N/A
Oxford Picture Dictionary (Monolingual English),0194369765,9780194369763,2.31,3.99,2,8.3
Hospitality Management Accounting,0471092223,9780471092223,4.99,3.99,2,10.98
Environmental Ethics (Oxford Readings in Philosophy),0198751443,9780198751441,N/A,N/A,N/A,N/A
PassKey EA Review Workbook: Six Complete IRS Enrolled Agent Practice Exams: 2014-2015 Edition,1935664336,9781935664338,22.41,3.99,2,28.4
The Fiction of Bioethics (Reflective Bioethics),0415919894,9780415919890,32.27,3.99,2,38.26
"Grammar Dimensions 2: Form, Meaning, Use (Grammar Dimensions: Form, Meaning, Use)",1413027415,9781413027419,13.6,3.99,2,19.59
A Companion to Environmental Philosophy (Blackwell Companions to Philosophy),1557869103,9781557869104,N/A,N/A,N/A,N/A
The Seven Deadly Sins: Society and Evil (The Reynolds Series in Sociology),0930390822,9780930390822,N/A,N/A,N/A,N/A
Grammar and Beyond Level 3 Student's Book,0521142989,9780521142984,14.99,3.99,2,20.98
Espana: Temas de cultura y civilizacion (World Languages),0838451497,9780838451496,27.36,3.99,2,33.35
ServSave Chinese Essentials 5e Update Edition with Answer Sheet (ServSafe),0132723816,9780132723817,144.99,3.99,2,150.98
Practice Makes Perfect Physics (Practice Makes Perfect Series),0071745505,9780071745505,5.66,3.99,2,11.65
Learning to Read Biblical Hebrew: An Introductory Grammar,1932792562,9781932792560,N/A,N/A,N/A,N/A
Moments Litteraires: An Anthology for Intermediate French (English and French Edition),0618527737,0046442527736,45.48,3.99,2,51.47
Securing Paradise: Tourism and Militarism in Hawai’i and the Philippines (Next Wave: New Directions in Women's Studies),0822353709,9780822353706,8.95,3.99,2,14.94
"Workbook for the Elements of Music: Concepts and Applications, Vol. 1",007065493X,9780070654938,10.0,3.99,2,15.99
James' Daisy Miller & Turn of the Screw (Cliffs Notes),0822003554,0785555009639,4.99,3.99,2,10.98
Contrastes: Grammaire du français courant (2nd Edition),0205646999,9780205646999,N/A,N/A,N/A,N/A
Tourism and Development: Concepts and Issues (Aspects of Tourism),1845414721,9781845414726,33.23,3.99,2,39.22
Conexiones: Comunicación y cultura (5th Edition) (Myspanishlab),0205886973,9780205886975,51.86,3.99,2,57.85
Administrative Clerk(Passbooks) (Career Examination Passbooks),0837320143,9780837320144,34.94,3.99,2,40.93
CliffsNotes Roman Classics,0822011522,9780822011521,N/A,N/A,N/A,N/A
Biosolids Land Appliers' Guide to Preparing for the Certification Examination,1572782641,9781572782648,99.94,3.99,2,105.93
The Color Purple (Cliffs Notes),0822003082,9780822003083,0.74,3.99,2,6.73
Palabra abierta (World Languages),0618527745,9780618527748,19.79,3.99,2,25.78
"Emotional Reason: Deliberation, Motivation, and the Nature of Value (Cambridge Studies in Philosophy)",0521801109,9780521801102,25.25,3.99,2,31.24
"Sport and Public Policy: Social, Political, and Economic Perspectives",0736058710,9780736058711,17.67,3.99,2,23.66
The Sun Also Rises (Cliffs Notes),0822012375,9780822012375,N/A,N/A,N/A,N/A
College Outline for Probability and Statistics (HARCOURT BRACE JOVANOVICH COLLEGE OUTLINE SERIES),0156016761,9780156016766,N/A,N/A,N/A,N/A
The Return of the Native (Cliffs Notes),0822011387,9780822011385,0.01,3.99,2,6.0
Le Cordon Bleu Pâtisserie and Baking Foundations Classic Recipes,1439057176,9781439057179,94.32,3.99,2,100.31
CliffsNotes on Thackeray's Vanity Fair,0822013207,0785555011625,6.47,3.99,2,12.46
Management of Park and Recreation Agencies,0983049300,9780983049302,43.28,3.99,2,49.27
Hospitality Facilities Management and Design,0866122850,9780866122856,5.63,3.99,2,11.62
Greek Classics (Cliffs Notes),0822005662,9780822005667,4.0,3.99,2,9.99
"Plato's Euthyphro, Apology, Crito and Phaedo (Cliffs Notes)",0822010445,0049086010442,4.99,3.99,2,10.98
Focus on Pronunciation 3 (3rd Edition),0132315009,9780132315005,24.71,3.99,2,30.7
Medical Tourism Facilitator's Handbook,1439812837,0001439812837,65.45,3.99,2,71.44
Reading Power 2 Student Book (4th Edition),0138143889,9780138143886,5.0,3.99,2,10.99
Steam & Diesel Power Plant Operators Examinations,0916367088,9780916367084,28.03,3.99,2,34.02
Access: Introduction to Travel and Tourism,140180988X,9781401809881,N/A,N/A,N/A,N/A
Striking a Balance: A Primer in Traditional Asian Values,0739138464,9780739138465,35.0,3.99,2,40.99
Sequences (World Languages),130510563X,9781305105638,68.97,3.99,2,74.96
Forest Management and Planning,0128094761,9780128094761,74.82,3.99,2,80.81
Management of Food and Beverage Operations with Answer Sheet (AHLEI) (5th Edition) (AHLEI - Food and Beverage),0133086151,9780133086157,11.34,3.99,2,17.33
"Virtuous People, Vicious Deeds: An Introduction to Ethics",0767402901,9780767402903,13.13,3.99,2,19.12
Black Boy (Cliffs Notes),0822002426,0049086002423,4.99,3.99,2,10.98
Thinking Through Ethics and Values in Primary Education (Thinking Through Education Series),0857257331,9780857257338,14.73,3.99,2,20.72
Cambridge IGCSE Mathematics: Core & Extened 3rd edition,1444191705,9781444191707,47.38,3.99,2,53.37
Comparative Religious Ethics: A Narrative Approach,0631201246,9780631201243,N/A,N/A,N/A,N/A
Swift's Gulliver's Travels (Cliffs Notes),0822005697,9780822005698,0.01,3.99,2,6.0
"Oedipus the King, Oedipus at Colonus, and Antigone (Cliffs Notes)",0822007088,9780822007081,0.01,3.99,2,6.0
"Side by Side Plus 3 - Life Skills, Standards & Test Prep (3rd Edition)",0132402564,9780132402569,N/A,N/A,N/A,N/A
Ventures Basic Student's Book with Audio CD,1107641020,9781107641020,4.01,3.99,2,10.0
Cinema for French Conversation (French and English Edition),1585106364,9781585106363,53.83,3.99,2,59.82
CliffsNotes on Canterbury Tales,0822002922,9780822002925,0.01,3.99,2,6.0
Police Lieutenant(Passbooks) (Career Examination Series),0837328020,9780837328027,53.63,3.99,2,59.62
The Stranger (Cliffs Notes),0822012294,0049086012293,0.01,3.99,2,6.0
Beginner's Danish with 2 Audio CDs,0781811996,9780781811996,7.75,3.99,2,13.74
"Pronouncing American English: Sounds, Stress, and Intonation",1111352100,9781111352103,N/A,N/A,N/A,N/A
"Kaplan PCAT 2015-2016 Strategies, Practice, and Review with 2 Practice Tests: Book + Online (Kaplan Test Prep)",1618658883,9781618658883,5.89,3.99,2,11.88
Schaum's Outline of Mathematics for Liberal Arts Majors (Schaum's Outlines),0071544291,9780071544290,7.96,3.99,2,13.95
Cliffs Notes on Huxley's Brave New World & Brave New World Revisited,0822002566,9780822002567,0.01,3.99,2,6.0
A Passage To India (Cliffs Notes),0822009854,9780822009856,1.0,3.99,2,6.99
Food Service Worker(Passbooks) (Pass Book Ser),0837302609,9780837302607,29.0,3.99,2,34.99
"Encounters: Chinese Language and Culture, Student Book 2",0300161638,9780300161632,33.84,3.99,2,39.83
Percorsi: L'Italia attraverso la lingua e la cultura (3rd Edition) - Standalone book,020599895X,9780205998951,N/A,N/A,N/A,N/A
Beowulf (Cliffs Notes),0822002280,9780822002284,0.87,3.99,2,6.86
Aleph Isn't Tough: An Introduction to Hebrew for Adults,0807407267,9780807407264,33.97,3.99,2,39.96
Shakespeare's Romeo and Juliet (Cliffs Notes),0822000741,9780822000747,0.01,3.99,2,6.0
Sewage Treatment Worker(Passbooks) (Career Examination Passbooks),0837307341,9780837307343,N/A,N/A,N/A,N/A
Hawthorne's The Scarlet Letter (Cliffs Notes),0822011654,9780822011651,3.75,3.99,2,9.74
The Link Between Animal Abuse and Human Violence,1845193245,9781845193249,130.65,3.99,2,136.64
Morality: An Anthropological Perspective,1845206592,9781845206598,31.67,3.99,2,37.66
Exploraciones Curso Intermedio (with iLrn Printed Access Card) (World Languages),1285193954,9781285193953,2.08,3.99,2,8.07
"Cry, the Beloved Country (Cliffs Notes)",0822003392,9780822003397,N/A,N/A,N/A,N/A
Farewell to Manzanar (Cliffs Notes),0822004631,9780822004639,N/A,N/A,N/A,N/A
"A que si!, Enhanced (with iLrn Advance Printed Access Card) (World Languages)",1285849256,9781285849256,38.0,3.99,2,43.99
The Moral Stake in Education: Contested Premises and Practices,0321023404,9780321023407,5.95,3.99,2,11.94
Emerson's Essays (Cliffs Notes),0822004291,0785555009844,5.02,3.99,2,11.01
Fathers and Sons (Cliffs Notes),0822004704,0049086004700,1.89,3.99,2,7.88
Russian Grammar Workbook,1118273419,9781118273418,35.29,3.99,2,41.28
Mastering the CPAT: A Comprehensive Guide,1418012297,9781418012298,25.99,3.99,2,31.98
Poe's Short Stories (Cliffs Notes),0822010461,0049086010466,4.99,3.99,2,10.98
Media Ethics with PowerWeb : Issues and Cases,007302192X,9780073021928,6.97,3.99,2,12.96
Pasajes: Lengua (Student Edition),0073385239,9780073385235,22.66,3.99,2,28.65
ServSafe Manager (6th Edition),0133075869,9780133075861,8.88,3.99,2,14.87
Ethics and Business: An Introduction (Cambridge Applied Ethics),0521863791,9780521863797,72.04,3.99,2,78.03
Human Resources Management & Supervision with Answer Sheet and Exam Prep -- Access Card Package (2nd Edition),0133102084,9780133102086,N/A,N/A,N/A,N/A
From the Front Lines: Student Cases in Social Work Ethics (2nd Edition),0205412696,9780205412693,5.15,3.99,2,11.14
CliffsNotes on Faulkner's Light in August,0822007444,0049086007442,4.99,3.99,2,10.98
600 Basic Japanese Verbs: The Essential Reference Guide: Learn the Japanese Vocabulary and Grammar You Need to Learn Japanese and Master the JLPT,4805312378,9784805312377,12.5,3.99,2,18.49
Critical Debates in Tourism (Aspects of Tourism),1845413415,9781845413415,N/A,N/A,N/A,N/A
Events Feasibility and Development: From Strategy to Operations (Events Management),0750666404,9780750666404,N/A,N/A,N/A,N/A
"Franchising Hospitality Services (Hospitality, Leisure and Tourism)",0750647728,9780750647724,0.42,3.99,2,6.41
Teaching and Learning Arabic as a Foreign Language: A Guide for Teachers,1589016572,9781589016576,26.6,3.99,2,32.59
ASI SE DICE! LEVEL 2,0076604241,9780076604241,60.7,3.99,2,66.69
Making Connections Level 1 Student's Book: Skills and Strategies for Academic Reading,1107683807,9781107683808,9.68,3.99,2,15.67
College Outline: Spanish Grammar (Books for Professionals),0156016893,9780156016896,10.74,3.99,2,16.73
Mais Oui! (World Languages),1111352038,9781111352035,16.57,3.99,2,22.56
ASI SE DICE! LEVEL 1,0076604233,9780076604234,33.0,3.99,2,38.99
Student Study Guide,0133988686,9780133988680,275.0,3.99,2,280.99
Corporate Citizenship in Africa: Lessons from the Past; Paths to the Future,1874719551,9781874719557,22.92,3.99,2,28.91
"Practical Reason in Law and Morality (Law, State, and Practical Reason)",0199693463,9780199693467,33.51,3.99,2,39.5
Public Safety and Security Administration,0750670797,9780750670791,7.33,3.99,2,13.32
WORKBOOK/LAB MANUAL V2  FOR PUNTOS DE PARTIDA: INVITATION TO SPANISH,1259622746,9781259622748,60.09,3.99,2,66.08
Vocabulary Power 2: Practicing Essential Words,0132221500,9780132221504,10.52,3.99,2,16.51
Madame Bovary (Cliffs Notes),0822007800,0049086007800,N/A,N/A,N/A,N/A
Q:Skills for Success Listening and Speaking 2E Intro Student Book,0194818071,9780194818070,3.85,3.99,2,9.84
Introduction to Hospitality,0132993074,9780132993074,17.39,3.99,2,23.38
Planning and Managing a Corporate Event,1845284615,9781845284619,2.98,3.99,2,8.97
CliffsNotes on Hardy's Far From the Madding Crowd,0822004658,9780822004653,N/A,N/A,N/A,N/A
Lazos: Gramática y vocabulario a través de la literatura,0131896725,9780131896727,44.56,3.99,2,50.55
Ponti: Italiano terzo millennio (World Languages),1111836663,0001111836663,69.99,3.99,2,75.98
The Handmaid's Tale (Cliffs Notes),0822005727,0049086005721,N/A,N/A,N/A,N/A
Basic English Grammar Workbook A,0132942267,9780132942263,12.33,3.99,2,18.32
Student Solutions Manual for Stewart/Redlin/Watson’s Algebra and Trigonometry,0534382665,9780534382667,N/A,N/A,N/A,N/A
CliffsNotes on Wharton's Ethan Frome,0822004437,0049086004434,N/A,N/A,N/A,N/A
Bar & Beverage Management with Answer Sheet and Exam Prep -- Access Card Package,0133086542,9780133086546,101.66,3.99,2,107.65
Emily Dickinson : Selected Poems (Cliffs Notes),0822004321,9780822004325,4.99,3.99,2,10.98
PgMP Program Management Professional All-in-One Exam Guide,0071549277,9780071549271,19.64,3.99,2,25.63
Couchsurfing Cosmopolitanisms: Can Tourism Make a Better World? (Culture and Social Practice),383762255X,9783837622553,23.53,3.99,2,29.52
English for Logistics (Oxford Business English),019457945X,9780194579452,N/A,N/A,N/A,N/A
"The Complete Guide to the TOEFL Test: iBT Edition, Text/CD-ROM/Online Tutorial",1111218080,9781111218089,60.0,3.99,2,65.99
"Write to be Read Student's Book: Reading, Reflection, and Writing (Cambridge Academic Writing Collection)",0521547466,9780521547468,1.99,3.99,2,7.98
NorthStar Listening and Speaking 4 with MyLab English (4th Edition),0133382079,8601421991551,28.98,3.99,2,34.97
Exploring Learner Language (Oxford Handbooks for Language Teachers Series),0194422917,9780194422918,46.28,3.99,2,52.27
Billy Budd & Typee (Cliffs Notes),0822002388,9780822002383,0.01,3.99,2,6.0
Study Guide for Miller/Jentz’s Business Law Today: The Essentials,0324786344,9780324786347,23.78,3.99,2,29.77
Frege: An Introduction to the Founder of Modern Analytic Philosophy,0631222308,9780631222309,49.0,3.99,2,54.99
Tourism: An Introduction,0761967613,9780761967613,5.97,3.99,2,11.96
La civilisation française en evolution I: Institutions et culture avant la Ve Republique (World Languages) (French Edition),0838460089,9780838460085,15.94,3.99,2,21.93
Cambridge IGCSE Physics: Student Book (Collins Cambridge IGCSE ),0007592671,9780007592678,7.33,3.99,2,13.32
Wellness Tourism: A Destination Perspective (Routledge Advances in Tourism),0415644674,9780415644679,95.17,3.99,2,101.16
Entre Amis (World Languages),0495900230,9780495900238,29.49,3.99,2,35.48
The Ethics of the Global Environment (Edinburgh Studies in World Ethics),0748608958,9780748608959,1.6,3.99,2,7.59
Collection Systems Operators' Guide to Preparing for the Certification Examination,157278301X,9781572783010,101.15,3.99,2,107.14
L'Essentiel de la Grammaire Francaise (French Edition),0132947943,9780132947947,N/A,N/A,N/A,N/A
"Manhattan GMAT Quantitative Strategy Guide Set, 5th Edition (Manhattan Gmat Strategy Guide: Instructional Guide)",1935707760,9781935707769,667.99,3.99,2,673.98
The Bluest Eye and Sula (Cliffs Notes),0822002515,9780822002512,4.99,3.99,2,10.98
Antony and Cleopatra (Cliffs Notes),0822000024,9780822000020,N/A,N/A,N/A,N/A
American Wine Economics: An Exploration of the U.S. Wine Industry,0520276493,9780520276499,15.01,3.99,2,21.0
"PassKey EA Review, Part 1: Individuals: IRS Enrolled Agent Exam Study Guide 2014-2015 Edition (Volume 1)",1935664301,9781935664307,N/A,N/A,N/A,N/A
"Wine and Identity: Branding, Heritage, Terroir (Routledge Studies of Gastronomy, Food and Drink)",0415814197,9780415814195,55.0,3.99,2,60.99
250 Essential Chinese Characters Volume 2: Revised Edition,0804840369,9780804840361,14.43,3.99,2,20.42
Ethical Leadership and Decision Making in Education: Applying Theoretical Perspectives to Complex Dilemmas,1138776262,9781138776265,187.0,3.99,2,192.99
Dickens' Hard Times (Cliffs Notes),0822005786,9780822005780,0.94,3.99,2,6.93
Nutrition with Online Testing Voucher and Exam Prep -- Access Card Package (2nd Edition),0133086585,9780133086584,34.07,3.99,2,40.06
Designing and Analyzing Language Tests (Oxford Handbooks for Language Teachers),0194422976,9780194422970,33.45,3.99,2,39.44
International Hotels: Development and Management,0866123296,9780866123297,6.12,3.99,2,12.11
Wastewater Collection System Operator Certification Studybook,1572781726,9781572781726,83.98,3.99,2,89.97
Dickens' Great Expectations (Cliffs Notes),0822005514,9780822005513,0.01,3.99,2,6.0
The Pearl (Cliffs Notes),0822009943,0049086009941,0.5,3.99,2,6.49
Wort fur Wort: New Advanced German Vocabulary (German Edition) (German and English Edition),1444109995,9781444109993,26.03,3.99,2,32.02
"Dental Admission Test (DAT) Computerized Sample Tests and Guide, TopScore Pro for the DAT",0967275709,9780967275703,85.0,3.99,2,90.99
Learning New Languages: A Guide to Second Language Acquisition,083846677X,9780838466773,24.47,3.99,2,30.46
As I Lay Dying (Cliffs Notes),0822002108,0049086002102,N/A,N/A,N/A,N/A
Wastewater Laboratory Analysts' Guide to Preparing for the Certification Examination,1572781645,9781572781641,102.69,3.99,2,108.68
The Ethics of Care and Empathy,041577201X,9780415772013,N/A,N/A,N/A,N/A
"Tourism, Poverty and Development",0415566274,9780415566278,5.56,3.99,2,11.55
The Moral Life: An Introductory Reader in Ethics and Literature,0195396251,9780195396256,6.97,3.99,2,12.96
CliffsQuickReview Basic Math and Pre-Algebra,0822053047,0785555047037,0.01,3.99,2,6.0
Introductory Foods: A Laboratory Manual (6th Edition),0023841427,9780023841422,89.97,3.99,2,95.96
Exploring Second Language Classroom Research: A Comprehensive Guide,1424027055,9781424027057,17.23,3.99,2,23.22
"Ven Conmigo! Cuaderno de Gramatica: Cuaderno de Gramatica (Holt Spanish, Level 1)",003064982X,9780030649820,5.5,3.99,2,11.49
Conversación y controversia: Tópicos de hoy y de siempre (6th Edition),0205696554,9780205696550,42.45,3.99,2,48.44
Super Minds Level 5 Student's Book with DVD-ROM,0521223350,9780521223355,23.5,3.99,2,29.49
Beginner's Lithuanian (Beginner's (Foreign Language)),078180678X,9780781806787,49.46,3.99,2,55.45
Secrets of the COA Exam Study Guide: DANB Test Review for the Certified Orthodontic Assistant Examination,1609716086,9781609716080,43.99,3.99,2,49.98
"Hospitality Security: Managing Security in Today’s Hotel, Lodging, Entertainment, and Tourism Environment",1439874360,9781439874363,55.0,3.99,2,60.99
Tourism Development and the Environment: Beyond Sustainability? (Tourism Environment and Development),1844077330,9781844077335,14.5,3.99,2,20.49
CliffsNotes Pride and Prejudice,0822010844,9780822010845,N/A,N/A,N/A,N/A
Umami: Unlocking the Secrets of the Fifth Taste (Arts and Traditions of the Table: Perspectives on Culinary History),023116890X,0884947690797,25.04,3.99,2,31.03
"Focus on Grammar, Level 5, 4th Edition",0132546507,9780132546508,1.94,3.99,2,7.93
Student's Solutions Manual for Algebra for College Students,0321715497,9780321715494,5.35,3.99,2,11.34
CliffsNotes on Stowe's Uncle Tom's Cabin,0822013134,9780822013136,1.0,3.99,2,6.99
Essentials of Swedish Grammar: A Practical Guide to the Mastery of Swedish,0844285390,8601419183371,6.35,3.99,2,12.34
Postal Supervisor Exam 642 (U.S.P.S.) (Passbooks),0837306035,9780837306032,44.99,3.99,2,50.98
One Day in the Life of Ivan Denisovitch (Cliffs Notes),0822009609,9780822009603,4.99,3.99,2,10.98
The Tourist: A New Theory of the Leisure Class,0520280008,9780520280007,14.8,3.99,2,20.79
Destination Marketing: An Integrated Marketing Communication Approach,0750686499,9780750686495,8.41,3.99,2,14.4
Leyendas de Espana: Legends Reflecting the History of Spain,0844272418,9780844272412,8.84,3.99,2,14.83
Tourism and the Power of Otherness: Seductions of Difference (Tourism and Cultural Change),1845414152,9781845414153,119.65,3.99,2,125.64
"Study Guide to accompany Introduction to Management in the Hospitality Industry, 10e",1118004604,9781118004609,11.97,3.99,2,17.96
Wildland Recreation Policy: An Introduction,1575242435,9781575242439,22.16,3.99,2,28.15
"Principles of Food, Beverage, and Labor Cost Controls",0471397032,9780471397038,5.98,3.99,2,11.97
Kaplan Medical USMLE Step 2 Clinical Skills,1419553178,9781419553172,23.75,3.99,2,29.74
"All Clear 3: Listening and Speaking, 2nd Edition",1413017053,9781413017052,6.82,3.99,2,12.81
"Organic Chemistry: A Guided Inquiry for Recitation, Volume 1",1111573999,9781111573997,27.69,3.99,2,33.68
2050 - Tomorrow's Tourism (Aspects of Tourism),1845413016,9781845413019,86.09,3.99,2,92.08
The Plague (Cliffs Notes),0822010399,9788220103992,0.95,3.99,2,6.94
CliffsAP Biology Examination Preparation Guide (Advanced placement),0822023016,9780822023012,N/A,N/A,N/A,N/A
"Steppenwolf and Siddhartha Notes : Including Life and Background, Introductions to Steppenwolf and Siddhartha, Lists of Characters, Critical commentary",0822012243,9780822012245,N/A,N/A,N/A,N/A
NASD Exam for Series 6: Preparation Guide,0324186967,9780324186963,N/A,N/A,N/A,N/A
"The Article Book: Practice toward Mastering a, an, and the",0472086391,9780472086399,18.75,3.99,2,24.74
Entre socios: Español para el mundo profesional,0073385271,9780073385273,37.48,3.99,2,43.47
The Complete Guide to the TOEFL Test: PBT Edition (Exam Essentials),111122059X,9781111220594,10.36,3.99,2,16.35
Geotechnical Engineering: A Practical Problem Solving Approach (Eureka),1604270160,9781604270167,55.0,3.99,2,60.99
Probability and Stochastic Modeling,1439872066,9781439872062,14.74,3.99,2,20.73
Dostoevsky's the Brothers Karamazov (Cliffs Notes),0822002655,9780822002659,5.09,3.99,2,11.08
"Quant À Moi...: Témoignages Des Français Et Des Francophones, 5th Edition",1111354170,9781111354176,N/A,N/A,N/A,N/A
Investigacion de gramática,141301996X,9781413019964,12.07,3.99,2,18.06
A World of Fiction 2: Timeless Short Stories (3rd Edition),0133046176,9780133046175,15.21,3.99,2,21.2
Treffpunkt Deutsch: Grundstufe (6th Edition),0205782787,9780205782789,19.47,3.99,2,25.46
Julius Caesar (Cliffs Complete Study Editions),082201419X,9780822014195,5.49,3.99,2,11.48
Conrad's Heart of Darkness and Secret Sharer (Cliffs Notes),0822005875,0049086005875,0.01,3.99,2,6.0
Schaum's Outline of Genetics,0071362061,0639785326670,4.99,3.99,2,10.98
Lee's To Kill A Mockingbird (Cliffs Notes),0822012820,9780822012825,0.01,3.99,2,6.0
Sing 'n Learn Vietnamese Book with Audio CD (English and Vietnamese Edition),1888194197,9781888194197,9.39,3.99,2,15.38
"Longman Dictionary of Contemporary English, Fifth Edition (Paperback + DVD-ROM)",1408215330,9781408215333,N/A,N/A,N/A,N/A
"A Guide to Physics Problems, Part 1: Mechanics, Relativity, and Electrodynamics (The Language of Science)",0306446790,9780306446795,33.23,3.99,2,39.22
Breves cuentos hispanos (4th Edition),0132391643,9780132391641,N/A,N/A,N/A,N/A
Maintenance Painter(Passbooks) (Passbook for Career Opportunities),0837313589,9780837313580,48.55,3.99,2,54.54
"¡Buen viaje! Level 1, Student Edition (Glencoe Spanish)",0078791383,9780078791383,11.63,3.99,2,17.62
Basic Spoken Chinese Practice Essentials: An Introduction to Speaking and Listening for Beginners (CD-Rom with Audio Files and Printable Pages Included) (Basic Chinese),0804840148,9780804840149,4.5,3.99,2,10.49
Of Human Bondage (Cliffs Notes),0822009307,9780822009306,1.0,3.99,2,6.99
Telephone Maintainer(Passbooks) (Passbooks for Career Opportunities),0837308070,9780837308074,49.95,3.99,2,55.94
Introduction to Hospitality Management Plus MyLab Hospitality with Pearson eText -- Access Card Package (5th Edition),0134514238,9780134514239,135.79,3.99,2,141.78
"Research Methods: Information, Systems and Contexts",073461148X,9780734611482,2.98,3.99,2,8.97
CliffsNotes on Defoe's Moll Flanders,0822008548,9780822008545,0.01,3.99,2,6.0
Chinese For Dummies,1118436660,9781118436660,7.5,3.99,2,13.49
The Study Skills Handbook (Palgrave Study Skills),1137289252,9781137289254,25.36,3.99,2,31.35
The Jungle (Cliffs Notes),0822006995,0049086006995,0.01,3.99,2,6.0
Dreiser's Sister Carrie (Cliffs Notes),0822012014,0785555011335,0.83,3.99,2,6.82
Oxford English for Careers: Tourism 1: Student's Book,0194551008,9780194551007,15.71,3.99,2,21.7
DEWALT Building Contractor’s Licensing Exam Guide with Interactive CD-ROM: Based on the IBC and Construction Theory (DEWALT Series),097974038X,9780979740381,11.0,3.99,2,16.99
Slaughterhouse-Five (Cliffs Notes),0822012057,9780822012054,N/A,N/A,N/A,N/A
Sewage Treatment Operator(Passbooks) (Career Examination Passbooks),0837314887,9780837314884,50.67,3.99,2,56.66
Collins COBUILD Learner's Dictionary; Concise Edition,0007126409,9780007126408,27.0,3.99,2,32.99
Schaum's Outline of Strength of Materials 4th Edition,0070466173,0639785304524,4.99,3.99,2,10.98
Dickens' A Tale of Two Cities (Cliffs Notes),0822012553,9780822012559,0.01,3.99,2,6.0
CliffsNotes on Shakespeare's Hamlet,0822000180,9780822000181,0.01,3.99,2,6.0
Meter Maid(Passbooks) (Career Examination Passbooks),0837304989,9780837304984,43.55,3.99,2,49.54
CliffsNotes on Conrad's Lord Jim,0822007622,0785555010567,0.01,3.99,2,6.0
Deutsche Wiederholungsgrammatik: A Morpho-Syntactic Review of German,0300124686,9780300124682,49.99,3.99,2,55.98
Les Jeux Sont Faits (French Edition),0135306752,9780135306758,17.19,3.99,2,23.18
Cliffs LSAT Preparation Guide,0822020661,9780822020660,0.01,3.99,2,6.0
Directo al grano: A Complete Reference Manual for Spanish Grammar,0130848018,8580000913361,5.49,3.99,2,11.48
"Student Workbook for Long/ Carreira/Velasco/Swanson's Nexos, 4th",1305585100,9781305585102,109.77,3.99,2,115.76
Fundamentos teóricos y prácticos de historia de la lengua española,030017098X,9780300170986,N/A,N/A,N/A,N/A
101 Clear Grammar Tests: Reproducible Grammar Tests for ESL/EFL Classes,0472030442,9780472030446,20.24,3.99,2,26.23
CliffsQuickReview Chemistry (Quick Reviews),0822053187,0049086053180,0.25,3.99,2,6.24
Whitman's Leaves of Grass (Cliffs Notes),0822007231,0785555010512,5.51,3.99,2,11.5
Continuemos! (World Languages) (Spanish Edition),1111831645,9781111831646,N/A,N/A,N/A,N/A
Deutsch: Na klar! An Introductory German Course 6th Edition,0073386332,9780073386331,15.0,3.99,2,20.99
Intermediate Dutch: A Grammar and Workbook (Grammar Workbooks),0415774446,9780415774444,N/A,N/A,N/A,N/A
Numerical Analysis (Mathematics),0201103923,9780201103922,22.22,3.99,2,28.21
Using Russian: A Guide to Contemporary Usage,052154761X,9780521547611,N/A,N/A,N/A,N/A
