title,isbn10,isbn13
"Developing Sport Expertise: Researchers and Coaches Put Theory into Practice, second edition",0415525241,9780415525244
"Athlete's Clock, The",0736082743,9780736082747
Fitness: Steps to Success (Steps to Success Activity Series),1450468853,0001450468853
The Athletic Trainer's Pocket Guide to Clinical Teaching,1556428693,9781556428692
Hospitality Strategic Management: Concepts and Cases,047008359X,9780470083598
Introduction to the Hospitality Industry,0470399163,9780470399163
International Cooking: A Culinary Journey (2nd Edition),0132126117,9780132126113
A Desired Past: A Short History of Same-Sex Love in America,0226731561,9780226731568
Flaunt It! Queers Organizing for Public Education and Justice (Counterpoints: Studies in the Postmodern Theory of Education),143310265X,9781433102653
"Career Information, Career Counseling and Career Development with MyLab Counseling with Pearson eText - Access Card Package (11th Edition)",0134270657,9780134270654
"Electrical Power: Motors, Controls, Generators, Transformers",1566373662,9781566373661
"Digital Systems: Principles and Applications, Ninth Edition",0131111205,9780131111202
Range Management: Principles and Practices (5th Edition),0130474754,9780130474759
Advanced Social Psychology: The State of the Science,0195381203,9780195381207
Driven to Distraction at Work: How to Focus and Be More Productive,1422186415,9781422186411
From Master Student to Master Employee (MindTap Course List),1305500539,9781305500532
100% Externship Success,1418015490,9781418015497
Critical Thinking: Tools for Taking Charge of Your Professional and Personal Life (2nd Edition),0133115283,0076092049128
The Practical Guide to Athletic Training,0763746339,9780763746339
Developing Clinical Proficiency in Athletic Training-4th Edition (Athletic Training Education Series),0736083618,9780736083614
Critical Thinking for Sports Students (Active Learning in Sport Series),1844454576,9781844454570
Sports Injury Assessment and Rehabilitation,0443086621,9780443086625
"Queer Ecologies: Sex, Nature, Politics, Desire",0253222036,9780253222039
Faith Beyond Resentment: Fragments Catholic and Gay,0824519221,9780824519223
New Queer Cinema: A Critical Reader,0813534860,9780813534862
Queer Images: A History of Gay and Lesbian Film in America (Genre and Beyond: A Film Studies Series),0742519724,9780742519725
"Working World: Careers in International Education, Exchange, and Development",1626160538,9781626160538
Radio Frequency Transistors: Principles and Practical Applications (EDN Series for Design Engineers),0750672811,9780750672818
Mind Control Language Patterns,0615246656,9780615246659
The Personal Vision Workbook,1401899390,9781401899394
Why People Cooperate: The Role of Social Motivations,0691158002,9780691158006
Luck Is No Accident: Making the Most of Happenstance in Your Life and Career,188623003X,9781886230033
"Spiral Dynamics: Mastering Values, Leadership and Change (Developmental Management)",1557869405,9781557869401
Get Out of Your Way: Success is right behind you.,1432723898,9781432723897
Sports Rehabilitation and Injury Prevention,0470985631,9780470985632
"Little Black Book of Sports Medicine, Second Edition (Jones and Bartlett's Little Black Book)",0763738654,9780763738655
"Handbook of Sports Medicine and Science, Sports Injury Prevention",1405162449,9781405162449
LGBT Youth in America's Schools,0472031406,9780472031405
There Goes the Gayborhood? (Princeton Studies in Cultural Sociology),0691168415,9780691168418
Monsters in the closet: Homosexuality and the Horror Film (Inside Popular Film MUP),0719044731,9780719044731
"Queer Migrations: Sexuality, U.S. Citizenship, and Border Crossings",0816644667,9780816644667
Complete Guide to Fiber Optic Cable Systems Installation,082737318X,9780827373181
Electronic Techniques: Shop Practices and Construction (7th Edition),0130195669,9780130195661
"Lab Manual for Gates/Chartrand's Introduction to Electronics, 4th",0766817008,9780766817005
"Without Their Permission: How the 21st Century Will Be Made, Not Managed",1455520020,9781455520022
Service-Learning Companion,0618758984,9780618758982
Team Physician Manual: International Federation of Sports Medicine (FIMS),041550533X,9780415505338
Sports Training Principles: An Introduction to Sports Science,147290527X,9781472905277
Unlimited Intimacy: Reflections on the Subculture of Barebacking,0226139395,9780226139395
Translating Theory to Practice: Thinking and Acting Like an Expert Counselor,0205569706,9780205569700
Keys to Success: Teamwork and Leadership (Keys Franchise),0132850249,9780132850247
Electronics Drafting,1566378583,9781566378581
"Industrial Electronics: Applications for Programmable Controllers, Instrumentation and Process Control, and Electrical Machines and Motor Controls (3rd Edition)",0130602418,9780130602411
Generalist Case Management Workbook (SAB 125 Substance Abuse Case Management),1285173236,9781285173238
Workbook for Handley/Coon/Marshall's Project Lead the Way/Principles of Engineering,1435428374,9781435428379
Automatic Control Systems / Robotics Problem Solver (Problem Solvers Solution Guides),0878915427,9780878915422
Test Best ITBS: Test Workbook  Grade K (Level 5),0811428575,9780811428576
Easy English: Basic English Made Simple (ESL),140000604X,9781400006045
SS05 WORKBOOK GRADE 6 (Scott Foresmen Social Studies 2005),0328081817,9780328081813
Case Studies in Psychotherapy,1285175239,9781285175232
Basic Spanish: A Grammar and Workbook (Grammar Workbooks) (English and Spanish Edition),041535501X,9780415355018
How to Get Into the Top Law Schools: Fifth Edition,0735204578,9780735204577
Music Express: Age 5-6 (Book + 3 CDs + DVD-ROM): Complete Music Scheme for Primary Class Teachers,1472900170,9781472900173
Algebra 1: All-in-One Student Workbook - Teacher's Guide,0131657275,9780131657274
"Student Workbook: Entrepreneurship: Ideas in Action, 6th",1305653106,9781305653108
Cambridge Checkpoint Science Workbook 3,1444183508,9781444183504
GMAT Premier 2017 with 6 Practice Tests: Online + Book + Videos + Mobile (Kaplan Test Prep),1506203213,9781506203218
"Houghton Mifflin Reading: Practice Book, Grade K (Houghton Mifflin Reading: The Nation's Choice)",0618161597,9780618161591
"Norsk, nordmenn og Norge 2, Antologi: Textbook for Intermediate Norwegian",0299134547,9780299134549
Japanese Stage-Step Course: Grammar Textbook: Grammar-Reference (Volume 1),0415776058,9780415776059
Arabiyyat al-Naas (Part One): An Introductory Course in Arabic,0415516935,9780415516938
Intermediate Spoken Vietnamese,0877275009,9780877275008
Manchu: A Textbook for Reading Documents (Second Edition) (Manchu Edition),0980045959,9780980045956
Japanese for Busy People I: The Workbook for the Revised 3rd Edition (Japanese for Busy People Series),1568363990,9781568363998
An Introduction to Regional Englishes: Dialect Variation in England (Edinburgh Textbooks on the English Language),0748621172,9780748621170
"Learn to Read Greek: Textbook, Part 2",0300115903,9780300115901
Dari: An Elementary Textbook,1626161097,9781626161092
Mastering Russian through Global Debate (Mastering Global Debate),1626160880,9781626160880
Handbuch zur deutschen Grammatik (World Languages),1305078845,9781305078840
Wie geht's? (World Languages),1285733606,9781285733609
Teacher's Handbook: Contextualized Language Instruction (World Languages),1305109708,9781305109704
"Compact Kurdish - Kurmanji: Textbook with Exercises, Key and Audio-CD (English and Kurdish Edition)",3895009598,9783895009594
Mexifornia : A State of a Becoming,1594030561,9781594030567
Introduction to Fire in California (California Natural History Guides),0520255771,9780520255777
Homeless: Poverty and Place in Urban America (Politics and Culture in Modern America),0812244729,9780812244724
Global History and Geography Power Pack (Regents Power Packs),1438072961,9781438072968
"Local Government in Connecticut, Third Edition (The Driftless Connecticut Series)",0819574015,9780819574015
Big Bone Lick: The Cradle of American Paleontology,0813133866,9780813133867
"Governing New York State, Sixth Edition",1438444729,9781438444727
North Carolina: History of An American State,1567330754,9781567330755
"The White Scourge: Mexicans, Blacks, and Poor Whites in Texas Cotton Culture (American Crossroads)",0520207246,9780520207240
"Decade of Despair: Winnebago County During the Great Depression, 1929-1939",0761846409,9780761846406
Strung Out on Archaeology: An Introduction to Archaeological Research,1611322677,9781611322675
"Memory Systems: Cache, DRAM, Disk",0123797519,9780123797513
Managing Sport Facilities and Major Events: Second Edition,1138658618,9781138658615
"Woodstock: The Oral History, 40th Anniversary Edition (Excelsior Editions)",1438429746,9781438429748
Dammed Indians Revisited: The Continuing History of the Pick-Sloan Plan and the Missouri River Sioux,0979894018,9780979894015
Programmable Logic Controllers,1856177513,9781856177511
Lessons From Nanoelectronics: A New Perspective On Transport (Lessons from Nanoscience: a Lecture Notes Series) (Volume 1),9814335290,9789814335294
Ultrashort Laser Pulse Phenomena (Optics & Photonics Series),0122154932,9780122154935
Physical Design Essentials: An ASIC Design Implementation Perspective,0387366423,9780387366425
Electronic Circuit Analysis and Design,0256119198,9780256119190
Make an Arduino-Controlled Robot (Make: Projects),1449344372,9781449344375
Introduction to Fiber Optics,0750667567,9780750667562
Digital Logic Design,0750645822,9780750645829
Low Power Methodology Manual: For System-on-Chip Design (Integrated Circuits and Systems),0387718184,9780387718187
The ZX Spectrum Ula: How to Design a Microcomputer (ZX Design Retro Computer),0956507107,9780956507105
Circuit Design: Know It All (Newnes Know It All),1856175278,9781856175272
An Introduction to Structural Optimization (Solid Mechanics and Its Applications),1402086652,9781402086656
Seven Steps to Separating Difference From Disability,1412971608,9781412971607
Apparel Production Management and the Technical Package,1563678691,9781563678691
Sports Publicity: A Practical Approach,0415635012,9780415635011
Managing Intercollegiate Athletics,1934432024,9781934432020
The Oxford Handbook of Sports Economics: Volume 1: The Economics of Sports (Oxford Handbooks),0195387775,9780195387773
Practice Development in Sport and Performance Psychology,1935412922,9781935412922
Advanced Theory and Practice in Sport Marketing,0415518482,9780415518482
Raisin in the Sun (Cliffs Notes),0822011085,0049086011081
Study Guide and Solutions Manual for Essential Organic Chemistry,0321592581,9780321592583
Thoreau's Walden (Cliffs Notes),0822013584,0049086013580
More's Utopia and Utopian Literature (Cliffs Notes),0822013185,9780822013181
Writing for Academic Success (SAGE Study Skills Series),0857029282,9780857029287
"Study Guide and Full Solutions Manual for Fundamentals of General, Organic, and Biological Chemistry",032177616X,9780321776167
Henry V (Cliffs Notes),0822000296,0049086000290
Delmar's Standard Textbook of Electricity (MindTap Course List),1285852702,9781285852706
Foodservice Management: Principles and Practices (13th Edition),0133762750,9780133762754
Operation and Modeling of the MOS Transistor (The Oxford Series in Electrical and Computer Engineering),0195170156,9780195170153
Embedded Microprocessor Systems: Real World Design (Embedded Technology),0750675349,9780750675345
Pulsed Power Systems: Principles and Applications,3540261370,9783540261377
Real Time UML Workshop for Embedded Systems (Embedded Technology),0750679069,9780750679060
BTU Buddy Notebook,1435425839,9781435425835
"Tecnologia de refrigeracion y aire acondicionado / Refrigeration and Air Conditioning Technology, Vol. 3 (Spanish Edition)",6074811431,9786074811438
Refrigeration and Air Conditioning (3rd Edition),0133237753,9780133237757
Tecnologia de refrigeracion y aire acondicionado / Refrigeration & Air Conditioning Technology (Spanish Edition)TOMO II,6074811423,9786074811421
"Air Conditioning Systems: Principles, Equipment, and Service",0135179211,9780135179215
Blueprints and Plans for HVAC,142833520X,9781428335202
Building Services Engineering,0415699320,9780415699327
"Introduction to Fluid Mechanics, Fourth Edition",1420085247,8580000376678
"Tecnologia de refrigeracion y aire acondicionado, Tomo 4 / Refrigeration and Air Conditioning Technology, Vol. 4 (Spanish Edition)",607481144X,9786074811445
Introductory Electronic Devices and Circuits: Electron Flow Version (5th Edition),0139271953,9780139271953
"Dynamic Binary Modification: Tools, Techniques, and Applications (Synthesis Lectures on Computer Architecture)",1608454584,9781608454587
Persistent Inequality: Contemporary Realities in the Education of Undocumented Latina/o Students (The Critical Educator),041595794X,9780521774086
Youth Leadership: A Guide to Understanding Leadership Development in Adolescents,0787940593,9780787940591
"Creating a Veteran-Friendly Campus: Strategies for Transition and Success: New Directions for Student Services, Number 126",0470537353,9780470537350
Happiness and Education,0521614724,9780521614726
Counseling in Schools: Comprehensive Programs of Responsive Services for All Students (6th Edition) (Merrill Counseling),0132851717,9780132851718
"Family Therapy: History, Theory, and Practice with Enhanced Pearson eText -- Access Card Package (6th Edition) (Merrill Counseling (Hardcover))",0133833720,9780133833720
Guiding Children's Social and Emotional Development: A Reflective Approach (Practical Resources in ECE),0137070888,9780137070886
"The Resilient Practitioner: Burnout Prevention and Self-Care Strategies for Counselors, Therapists, Teachers, and Health Professionals",020530611X,9780205306114
Ethical and Professional Issues in Counseling (2nd Edition),0130268526,9780130268525
Fashion Trends: Analysis and Forecasting (Understanding Fashion),1847882935,9781847882936
Fashion Design (Understanding Fashion),1847882668,0001847882668
The Art of Couture Sewing,1609018311,9781609018313
Industry Clothing Construction Methods,1563677261,9781563677267
Draping for Apparel Design,1563671026,9781563671029
"The Global Horseracing Industry: Social, Economic, Environmental and Ethical Perspectives (Routledge Research in Sport, Culture and Society)",0415633249,9780415633246
Consumer Behaviour in Sport and Events: Marketing Action (Sports Marketing),0750686669,9780750686662
High Performance Agencies,1571677704,9781571677709
Sports Marketing: Creating Long Term Value,178254819X,9781782548195
Routledge Handbook of Sport and New Media (Routledge Handbooks),1138694797,9781138694798
Leveraging Brands in Sport Business,0415534852,9780415534857
Problem Solving Tools and Techniques for the Park and Recreation Administrator,1571675043,9781571675040
Painter(Passbooks) (Career Examination Passbooks),0837305705,9780837305707
The Merchant of Venice (Cliffs Notes),0822000520,9780822000525
Kaplan AP Chemistry 2014-2015 (Kaplan AP Series),1618652478,9781618652478
Williams' Glass Menagerie and Streetcar Named Desire (Cliffs Notes,0822005336,9780822005339
"Winesburg, Ohio, (Cliffs notes)",0822013827,0785555011731
Electrician's Helper(Passbooks) (Career Examination Series : C225),0837302250,9780837302256
"Delmar's Standard Textbook of Electricity, 5th Edition",1111539154,9781111539153
Electrical Wiring Residential,1435498267,9781435498266
"Delmar's Standard Textbook of Electricity, 4th Edition",1418065803,9781418065805
Electrical Theory 3-phase Circuits and Electrical Machines Interactive Student DVD (10-13),1439059829,9781439059821
"Bundle: Delmar's Standard Textbook of Electricity, 5th + Electrical CourseMate with eBook Access Code",1111976449,9781111976446
Electricity and Controls for HVAC-R,1133278205,0001133278205
Electrical Wiring Residential,1285170954,9781285170954
Digital Electronics: A Practical Approach with VHDL (9th Edition),0132543036,8601419624171
Understanding Motor Controls,1305498127,9781305498129
Introduction to Electric Circuits,1118477502,9781118477502
Persuasion: Reception and Responsibility,1111349274,9781111349271
Multicultural Psychology: Understanding Our Diverse Communities,0199766916,0000199766916
"Exploring Social Psychology, 6th Edition",0078035171,9780078035173
Becoming Evil: How Ordinary People Commit Genocide and Mass Killing,0195314565,9780195314564
Annual Editions: Aging,1259873412,9781259873416
The Dynamics of Persuasion: Communication and Attitudes in the 21st Century (Routledge Communication Series),0415507421,9780415507424
The Psychology of Diversity: Beyond Prejudice and Racism,1405162147,9781405162142
International Organizations,0205075878,9780205075874
Purchasing: Selection and Procurement for the Hospitality Industry,0470290463,9780470290460
Foods: Experimental Perspectives (8th Edition),0134204581,9780134204581
Hospitality Financial Management,0471692166,9780471692164
The Dessert Architect,1428311777,9781428311770
Off-Premise Catering Management,0470889713,9780470889718
The Business of Tourism (9th Edition),0273755145,9780273755142
Tourism: The Business of Hospitality and Travel (5th Edition),0133113531,9780133113532
"Tourism Planning: Basics, Concepts, Cases",0415932696,9780415932691
Environmental Science in Building (Building and Surveying Series),0230290809,9780230290808
Modern Hydronic Heating: For Residential and Light Commercial Buildings,0766816370,9780766816374
"Tecnologia de refrigeracion y aire acondicionado / Refrigeration and Air Conditioning Technology, Vol. 1 (Spanish Edition)",6074811415,9786074811414
NATEF Correlated Task Sheets for Automotive Heating and Air Conditioning,0133515354,9780133515350
Fundamentals of Structural Engineering,3319243292,9783319243290
"Principles of Heating, Ventilating and Air-Conditioning, 6th edition",1933742690,9781933742694
Constructing Early Childhood Science,0766813193,9780766813199
Black Skin Care for the Practicing Professional,1562533525,9781562533526
Apply Yourself: English for Job Search Success,0201876841,9780201876840
"Electronics Fundamentals: Circuits, Devices, and Applications (5th Edition)",0130852368,9780130852366
The Practice of Child Therapy,0805853294,9780805853292
Testing of Digital Systems,0521773563,9780521773560
Personal Development for Life and Work,0538441488,9780538441483
Electronic Troubleshooting,0070653526,9780070653528
Christianity and Developmental Psychopathology: Foundations and Approaches,0830828559,9780830828555
Moral Theory at the Movies: An Introduction to Ethics,0742547876,9780742547872
Ethics and the Environment: An Introduction (Cambridge Applied Ethics),0521682843,9780521682848
Implementing Cisco IP Switched Networks (SWITCH) Foundation Learning Guide: (CCNP SWITCH 300-115) (Foundation Learning Guides),1587206641,9781587206641
Introduction to Networks v5.0 Course Booklet (Course Booklets),1587133113,9781587133114
"Lab Manual for Dean's Network+ Guide to Networks, 7th",1305093097,9781305093096
Digital Communication Systems,0471647357,9780471647355
Introduction to Cryptography with Mathematical Foundations and Computer Implementations (Discrete Mathematics and Its Applications),1439817634,0001439817634
SolarWinds Orion Network Performance Monitor,1849688486,9781849688482
Cisco Unified Contact Center Enterprise (UCCE) (Networking Technology: IP Communications),1587141175,0619472141175
Networking Essentials (3rd Edition),0789749033,9780789749031
Data Communications and Networking (McGraw-Hill Forouzan Networking),0073250325,8581000055129
Latinos and Education: A Critical Reader,041553710X,9780415537100
Cheating Lessons: Learning from Academic Dishonesty,0674724631,9780674724631
Character Compass: How Powerful School Culture Can Point Students Toward Success,1612504868,9781612504865
"Greater than Equal: African American Struggles for Schools and Citizenship in North Carolina, 1919-1965",0807839302,9780807839300
Counseling Children and Adolescents in Schools: Practice and Application Guide,1412990882,9781412990882
"Clinical Mental Health Counseling in Community and Agency Settings, 3rd Edition (The Merrill Counseling Series)",013173587X,9780131735873
Childhood and Nature: Design Principles for Educators,157110741X,9781571107411
Strengths-Based Counseling With At-Risk Youth,1412928206,9781412928205
TFC Swatch Kit for Textiles: Basics,013305375X,9780133053753
Designer's Guide to Girls' and Junior Apparel,1563676923,9781563676925
"Visibly Muslim: Fashion, Politics, Faith",1845204336,9781845204334
Creative Pattern Skills for Fashion Design (F.I.T. Collection),0870056824,9780870056826
Metric Pattern Cutting for Menswear,1405131411,9781405131414
Establishing Dress History (Studies in Design),0719066395,9780719066399
Computerized Patternmaking for Apparel Production,1563676192,9781563676192
Tigersprung: Fashion in Modernity,0262122316,9780262122313
An Introduction to Healthcare and Medical Textiles,1605950203,9781605950204
"Electronics Fundamentals: Circuits, Devices & Applications (8th Edition)",0135072956,9780135072950
AC Theory,1435489020,9781435489028
Electrical Studies for Trades,113327823X,9781133278238
Industrial Motor Control,1133691803,9781133691808
Social Psychology: Fourth Edition,1848728948,9781848728943
Applied Social Psychology: Understanding and Addressing Social and Practical Problems,1483369730,9781483369730
"A New Psychology of Women: Gender, Culture, and Ethnicity, Fourth Edition",1478631880,9781478631880
"Sensation and Perception, 8th Edition",0495601497,9780495601494
"Social Psychology and Human Nature, Comprehensive Edition (Cengage Advantage Books)",113395779X,9781133957799
Persuasion: Psychological Insights and Perspectives,076192809X,9780761928096
Social Psychology: Goals in Interaction (5th Edition),0205698077,9780205698073
Foundations of Menu Planning (2nd Edition) (What's New in Culinary & Hospitality),0134484479,9780134484471
ManageFirst: Customer Service with Answer Sheet (2nd Edition),0132179326,9780132179324
About Wine,1439056501,9781439056509
Introduction to Hospitality Plus MyLab Hospitality with Pearson eText -- Access Card Package (7th Edition),0134514211,9780134514215
"A Manual of Modern Greek, I: For University Students: Elementary to Intermediate (Yale Language Series) (Bk.1)",0300030193,9780300030198
Delf B2. 200 Activities. Textbook + Key + Audio CD (French Edition),2090352310,9782090352313
Farsi (Persian) for Beginners: Mastering Conversational Farsi (Free MP3 Audio Disc included),0804841829,9780804841825
Contacts: Langue et culture françaises (World Languages),1133309585,9781133309581
"Cambridge Latin Course: Unit 1, North American 4th Edition",0521004349,9780521004343
German in Review,0838460666,9780838460665
"Wheelock's Latin, 7th Edition",0061997218,9780061997211
Embedded Systems Design,0750655461,9780750655460
Electric Circuit Analysis,013014410X,9780130144102
Electrical Circuit Analysis Using the TI-85 or TI-86,0138486980,9780138486983
Power Electronics for Technology,0132310694,9780132310697
100% Job Search Success,1418016314,9781418016319
Magneto-Resistive and Spin Valve Heads: Fundamentals and Applications (Electromagnetism),0124666272,9780124666276
College to Career: Your Road to Personal Success,0538726695,9780538726696
Psychology of Learning and Behavior (Fifth Edition),0393975916,9780393975918
Psychology Applied to Modern Life: Adjustment in the 21st Century (PSY 103 Towards Self-Understanding),1111186634,9781111186630
Counseling Across the Lifespan: Prevention and Treatment (Sage Sourcebooks for the Human Services),0761923950,9780761923954
The Environment: Its Role in Psychosocial Functioning and Psychotherapy,0231121970,8580000305449
Developmental Theories Through the Life Cycle,0231139713,9780231139717
Annual Editions: The Family,1259910733,9781259910739
Improving Memory and Study Skills: Advances in Theory and Practice,0889372357,9780889372351
The Sovereignty of Good,0415253993,9780415253994
Criminal Justice Ethics,0130851299,9780130851291
Ancient Ethics,0415940273,9780415940276
Exploring Ethics: An Introductory Anthology,0199946582,9780199946587
Contemporary Bioethics: A Reader with Cases,0195313828,9780195313826
Computer Networking: Internet Protocols in Action,0471661864,9780471661863
Modern Mathematics And Applications In Computer Graphics And Vision,9814449334,9789814449335
"Introductory Digital Signal Processing with Computer Applications, 2E",0471976318,9780471976318
Next-Generation Network Services,1587051591,0619472051597
Network Mergers and Migrations: Junos Design and Implementation,0470742372,9780470742372
"Four-Dimensional Leadership: The Individual, The Life Cycle, The Organization, The Community,",0131091034,9780131091030
Managing the Built Environment in Hospitality Facilities,0135135745,9780135135747
Lean Leadership for Healthcare: Approaches to Lean Transformation,1466515546,9781466515543
Math Principles for Food Service Occupations,1435488822,9781435488823
Introduction to Casino and Gaming Operations (2nd Edition),0139795685,9780139795688
Exploring Food Service Systems Management Through Problems (3rd Edition),013232542X,9780132325424
Transforming Museums in the Twenty-first Century (Heritage: Care-Preservation-Management),0415615739,9780415615730
Leading High-Reliability Organizations in Healthcare,1466594888,9781466594883
Culturally Considerate School Counseling: Helping Without Bias,1412987512,9781412987516
Theories of Counseling and Psychotherapy: A Case Approach with MyLab Counseling with Pearson eText -- Access Card Package (4th Edition) (Merrill Counseling),0134441389,9780134441382
Cambridge Advanced Learner's Dictionary,1107035155,9781107035157
"Golosa: A Basic Course in Russian, Book Two (5th Edition)",0205214606,9780205214600
"The Oxford Handbook of Deaf Studies, Language, and Education, Volume 2 (Oxford Library of Psychology)",0195390032,9780195390032
"Developmental Psychopathology and Family Process: Theory, Research, and Clinical Implications",1572305975,9781572305977
An Introduction to Developmental Psychology,1405186526,9781405186520
The Psychology of Citizenship and Civic Engagement,0199752125,9780199752126
Death and Dying in America,0745639151,9780745639154
The Handbook of High-Risk Challenging Behaviors in People with Intellectual and Developmental Disabilities,1598571680,9781598571684
Child and Adolescent Development: An Advanced Course,0470176571,9780470176573
Cognitive Development: The Learning Brain,1841695319,9781841695310
Honest Work: A Business Ethics Reader,0199944202,9780199944200
Entertainment Management: Towards Best Practice (CABI Tourism Texts),1780640234,9781780640235
Analyzing and Controlling Foodservice Costs: A Managerial and Technological Approach (5th Edition),0131191128,9780131191129
"Travel Vision: A Practical Guide for the Travel, Tourism and Hospitality Industry",0130960896,9780130960894
Life Beyond the Line: A Front-of-the-House Companion for Culinarians,0139075852,9780139075858
Succeeding with Your Doctorate (SAGE Study Skills Series),1412901162,9781412901161
Inventing Arguments,0840027753,9780840027757
Your Research Project: Designing and Planning Your Work (SAGE Study Skills Series),1849204624,9781849204620
"Contemporary Topics 2: Academic Listening and Note-Taking Skills, 3rd Edition",0132345242,9780132345248
"Giving Academic Presentations, Second Edition (Michigan Series In English For Academic & Professional Purposes)",0472035096,9780472035090
A Gentle Guide to Research Methods,0335219276,9780335219278
Classic Readers Theatre for Young Adults,1563088819,9781563088810
Educating Young Children from Preschool through Primary Grades,0205366597,9780205366590
Study Skills Workbook for Basic College Mathematics,0321279379,9780321279378
Speaking B2 (Collins English for Life),0007542690,9780007542697
Native Son (Cliffs Notes),0822008742,9780822008743
"Biology: Concepts and Applications (with CD-ROM, Cover Sheet, Audio Book PAC, Essential Study Skills, and BiologyNOW-Personal Tutor with SMARTHINKING, InfoTrac® PAC)",0495188360,9780495188360
College Study Skills: Becoming a Strategic Learner,1413033369,9781413033366
Critical Thinking Skills for Education Students (Study Skills in Education Series),1844452700,9781844452705
When Critical Thinking Met English Literature: A Resource Book for Teachers and Their Students,1845283171,9781845283179
New Beginnings: A Guide for Adult Learners and Returning Students,0138496056,9780138496050
Program Evaluation Theory and Practice: A Comprehensive Guide,1462503152,9781462503155
Kumon Algebra Workbook II (Kumon Math Workbooks),1935800868,9781935800866
"Personality Theories: Journeys into Self, An Experiential Workbook",0807730882,9780807730881
Electricity and Basic Electronics Workbook,160525956X,9781605259567
Motors Workbook,0826919839,9780826919830
Social Work with Groups: A Comprehensive Workbook,0495506427,9780495506423
Student Workbook for Human Physiology: An Integrated Approach,0321810791,9780321810793
English for New Americans (ESL),1400006589,9781400006588
"Esperanto (the Universal Language): The Student's Complete Text Book; Containing Full Grammar, Exercises, Conversations, Commercial Letters, and Two Vocabularies (Classic Reprint)",1440082839,9781440082832
Kaplan TOEFL iBT Premier 2016-2017 with 4 Practice Tests: Book + CD + Online + Mobile (Kaplan Test Prep),1625233418,0787721995944
TABE (Test of Adult Basic Education) Level A Math Workbook: The First Step to Lifelong Success,0071482547,9780071482547
"Workbook: Tonality and Design in Music Theory, Volume II",0130811319,9780130811318
TOEFL Grammar Workbook 4E (Arco Academic Test Preparation Series),0768907829,9780768907827
Practice Makes Perfect: Spanish Verb Tenses,0844273341,9780844273341
"Student Workbook for Mayfield's Theory Essentials, 2nd",1133308201,9781133308201
First Year Polish,0893571083,9780893571085
Contacts: Langue et culture françaises 8th edition,0618395784,9780618395781
Da Capo (World Languages),1428262741,9781428262744
"Introducción a la Lingüística Hispánica, 2nd Edition",0521513987,9780521513982
"Step by Step in Esperanto: A Textbook for English-Speaking Students for Class Teaching or Home Study With Graduated Reading Matter Numerous Exercises, and Index",0939785013,9780939785018
Music Express: Age 10-11 (Book + 3CDs + DVD-ROM): Complete Music Scheme for Primary Class Teachers,1472900227,9781472900227
MAKING COMMUNICATIVE LANGUAGE TEACHING HAPPEN,0073655171,9780073655178
"Ecce Romani I-A, A Latin Reading Program, 2nd edition: Meeting the Family (Vol 1)",0801312043,9780801312045
"The Rouledge Course in Modern Mandarin Chinese Level 1, Simplified Characters (Volume 1)",0415472512,9780415472517
¿Que tal?: An Introductory Course Student Edition with Bind-in OLC passcode card,0073209422,9780073209425
Reprise:  A French Grammar Review Worktext,0073535419,9780073535418
Egyptian Hieroglyphs for Complete Beginners,0500290288,9780500290286
New Short Guide to the Accentuation of Ancient Greek (BCP Advanced Greek & Latin Language),1853995991,9781853995996
Beginning Hindi: A Complete Course (Hindi Edition),1626160228,9781626160224
Swedish: A Comprehensive Grammar (Routledge Comprehensive Grammars),0415669251,9780415669252
"Tourism Impacts, Planning and Management",1138016292,9781138016293
Check-in Check-Out: Managing Hotel Operations (10th Edition) (What's New in Culinary & Hospitality),0134303504,9780134303505
Food for Fifty (13th Edition),0136136516,9780136136514
ManageFirst: Hospitality and Restaurant Marketing with Answer Sheet (2nd Edition),0132181665,9780132181662
The Professional Server: A Training Manual (3rd Edition) (What's New in Culinary & Hospitality),013455275X,9780134552750
National Geographic Learning's Visual Geography of Travel and Tourism,1133951260,9781133951261
Hotel Front Office Management,0470637528,9780470637524
Food Around the World: A Cultural Perspective (4th Edition),0133457982,9780133457988
Sports and Entertainment Marketing,1133602444,9781133602446
Tourism Management: An Introduction,1848608705,9781848608702
ManageFirst: Human Resources and Supervision with Online Test Voucher (2nd Edition),0132724499,9780132724494
"The Red Pony, Chrysanthemums and Flight (Cliffs Notes)",0822011352,9780822011354
Chispas: Pupil Book 1 Level 1,0435984829,9780435984823
Anna Karenina (Cliffs Notes),0822001837,9780822001836
Cambridge IGCSE Computer Science,1471809307,9781471809309
Stevenson's Dr. Jekyll and Mr. Hyde (Cliffs Notes),0822004089,0049086004083
Dante's The Divine Comedy: Purgatorio (Cliffs Notes),0822003945,9780822003946
The Spec Manual 2nd edition,1563673738,9781563673733
Shakespeare's A Midsummer Night's Dream (Cliffs Notes),0822000571,9780822000570
Study Guide and Solutions Manual for iGenetics: A Mendelian Approach,0805346759,9780805346756
The Old Testament (Cliffs Notes),0822009498,9780822009498
Theory of Knowledge Third Edition,1471804151,9781471804151
Dickens' Oliver Twist (Cliffs Notes),0822009587,9780822009580
Applied Social Psychology: Understanding and Addressing Social and Practical Problems,1412976383,9781412976381
Costume Design 101-2nd edition: The Business and Art of Creating Costumes For Film and Television (Costume Design 101: The Business & Art of Creating),1932907696,9781932907698
