title,isbn10,isbn13
"Southwest Treasure Hunter's Gem & Mineral Guide: Where & How to Dig, Pan and Mine Your Own Gems & Minerals",0943763754,9780943763750
The Phaidon Atlas of Contemporary World Architecture,0714843121,9780714843124
The Voices of Marrakesh: A Record of a Visit,0714525804,9780714525808
Interior Design (4th Edition),0132408902,9780132408905
Professional Practice for Interior Designers,1118090799,9781118090794
The Art of Floral Design,0827386273,9780827386273
Stagger Lee,1582406073,9781582406077
Appreciative Inquiry: Foundations in Positive Organization Development,1588744728,9781588744722
Heavenly Breakfast: An Essay on the Winter of Love,0917453336,9780917453335
"Mangos, Bananas, and Coconuts: A Cuban Love Story",1558850929,9781558850927
"On Cooking: A Textbook of Culinary Fundamentals, 4th Edition",0131713272,9780131713277
Network Security Essentials: Applications and Standards (6th Edition),013452733X,9780134527338
Data Communications and Computer Networks: A Business User's Approach,1305116631,9781305116634
Business Data Communications and Networking,1118891686,9781118891681
Computer Networks (5th Edition),0132126958,8601300091266
Data Communications and Networking,0073376221,8601400052488
Administrative Assistant I(Passbooks) (Career Examination Passbooks),0837318483,9780837318486
The Development of Children,1429243287,0783324843736
Contemporary Leadership in Sport Organizations,0736096426,9780736096423
Managing Sport Facilities-3rd Edition,145046811X,9781450468114
Evaluating Recreation Services Making Enlightened Decisions 4th edition,1571678476,9781571678478
Introduction to Recreation Services: Sustainability for a Changing World,1939476038,9781939476036
Introduction to Recreation Services for People with Disabilities,1571678077,9781571678072
The All-New Switch Book: The Complete Guide to LAN Switching Technology,0470287152,9780470287156
Introduction to SQL: Mastering the Relational Database Language (4th Edition),0321305965,9780321305961
Child Abuse Medical Diagnosis & Management,1581102089,9781581102086
Becoming a Critical Thinker: A User Friendly Manual (6th Edition),0205063454,9780205063451
The Art of Reasoning: An Introduction to Logic and Critical Thinking (Fourth Edition),0393930785,9780393930788
Crisis and Trauma: Developmental-Ecological Intervention (Crisis Intervention),0618373713,9780618373710
Deviance and Deviants: A Sociological Approach,1118604598,9781118604595
African Muslims in Antebellum America: Transatlantic Stories and Spiritual Struggles,0415912709,9780415912709
"The Creation of the American Republic, 1776-1787",0807847232,9780807847237
These Fiery Frenchified Dames: Women and Political Culture in Early National Philadelphia (Early American Studies),0812217772,9780812217773
"Modern Industrial Electronics, Fifth Edition",0130487414,9780130487414
"Electronic Troubleshooting, Fourth Edition",0071819908,9780071819909
"The Upholsterer's Pocket Reference Book: Materials, Measurements, Calculations",0946819718,9780946819713
"American Music: A Panorama, 5th Concise Edition",1285446216,9781285446219
Discover Jazz,0136026370,9780136026372
Lao Basics: An Introduction to the Lao Language (Audio CD Included) (Tuttle Basics),0804840997,9780804840996
"Executive Skills in Children and Adolescents, Third Edition: A Practical Guide to Assessment and Intervention (The Guilford Practical Intervention in the Schools Series)",1462535313,9781462535316
"Interviewing Children and Adolescents, Second Edition: Skills and Strategies for Effective DSM-5 Diagnosis",1462526934,9781462526932
Principles and Practice of Pediatric Sleep Medicine: Expert Consult - Online and Print,1455703184,9781455703180
The Handbook for School Safety and Security: Best Practices and Procedures,0128005688,9780128005682
Substance Abuse and Addiction Treatment: Practical Application of Counseling Theory,013254265X,9780132542654
"Brief Intervention for School Problems, Second Edition: Outcome-Informed Strategies (The Guilford School Practitioner Series)",1606239309,9781606239308
"The Battered Woman Syndrome, Fourth Edition",0826170986,9780826170989
Social Work and Domestic Violence: Developing Critical and Reflective Practice,1412919231,9781412919234
"The Future of Batterer Programs: Reassessing Evidence-Based Practice (Northeastern Series on Gender, Crime, and Law)",1555537707,9781555537708
Hitler and Nazi Germany (6th Edition),0205695329,9780205695324
Hegel: An Intellectual Biography,0745617816,9780745617817
The Triumph of Reason - The Thinking Man's Guide to Adolf Hitler,190847677X,9781908476777
The Shame of Survival: Working Through a Nazi Childhood,0271034483,9780271034485
Choral Music: A Norton Historical Anthology,0393090620,9780393090628
Anthology of Renaissance Music: Western Europe 1400-1600 (The Norton Introduction to Music History),0393971708,9780393971705
American Ballads and Folk Songs (Dover Books on Music),0486282767,0800759282760
Aida in Full Score (Dover Music Scores),0486261727,9780486261720
"Rapsodie Espagnole, Mother Goose Suite, and Pavane for a Dead Princess in Full Score (Dover Music Scores)",0486418995,9780486418995
Napoleon: A Symbol for an Age: A Brief History with Documents (The Bedford Series in Istory and Culture),0312431104,9780312431105
Product Design and Development (Irwin Marketing),0078029066,9780078029066
Semiconductor Physics And Devices: Basic Principles,0073529583,9780073529585
Antenna Theory and Design,0471025909,9780471025900
"Installing Football's Wishbone T Attack,",0134677129,9780134677125
Medieval Economic Thought (Cambridge Medieval Textbooks),0521458935,9780521458931
Beyond Integrity: A Judeo-Christian Approach to Business Ethics,0310291100,0025986291105
Management: A Faith-Based Perspective,0136058345,9780136058342
Professional Sexual Ethics: A Holistic Ministry Approach,0800699432,9780800699437
The Protestant Ethic and the Spirit of Capitalism (Norton Critical Editions),0393930688,9780393930689
"On Course, Study Skills Plus Edition (Textbook-specific CSFI)",1439085226,9781439085226
Rules for Writers,1457683040,9781457683046
Essential Study Skills (Textbook-specific CSFI),0495913502,9780495913504
"The Hodges Harbrace Handbook, 18th Edition",1111346704,9781111346706
A Writer's Reference,1319057446,9781319057442
A Mind for Numbers: How to Excel at Math and Science (Even If You Flunked Algebra),039916524X,9780399165245
Writing Analytically,1337559466,9781337559461
"Writing Research Papers: A Complete Guide, 15th Edition",0321952952,9780321952950
Gronlund's Writing Instructional Objectives (8th Edition),0131755935,9780131755932
Engineering Magnetohydrodynamics (Dover Civil and Mechanical Engineering),0486450325,9780486450322
Interacting Electrons and Quantum Magnetism (Graduate Texts in Contemporary Physics),0387942866,9780387942865
Electromagnetism: Problems with Solutions,8120346335,9788120346338
Mathematica for Theoretical Physics: Classical Mechanics and Nonlinear Dynamics,0387016740,9780387016740
Magnetism in Condensed Matter (Oxford Master Series in Physics),0198505914,9780198505914
"The Visible Self: Global Perspectives on Dress, Culture and Society",1609018702,9781609018702
"Sports Marketing: A Strategic Perspective, 5th edition",1138015962,8601422002959
Principles and Practice of Sport Management,1284034178,9781284034172
Chemistry Advanced Placement Seventh Edition,0618713700,9780618713707
Complete Chemistry for Cambridge IGCSERG with CD-ROM (Second Edition),0199138788,9780199138784
Addison Wesley Chemistry,0201861607,9780201861600
Not Gay: Sex between Straight White Men (Sexual Cultures),1479825174,9781479825172
My New Gender Workbook: A Step-by-Step Guide to Achieving World Peace Through Gender Anarchy and Sex Positivity,0415538653,9780415538657
Transgender 101: A Simple Guide to a Complex Issue,0231157134,9780231157131
Angels in America: A Gay Fantasia on National Themes: Revised and Complete Edition,1559363843,9781559363846
Textbook of Palliative Medicine and Supportive Care,1444135252,9781444135251
Oxford Textbook of Palliative Medicine,0199656096,9780199656097
Mosby's Textbook for Nursing Assistants - Soft Cover Version,0323009247,9780323009249
Exam Review for Milady Standard Esthetics: Fundamentals,1111306923,9781111306922
Milady Standard Cosmetology 2012 (Milady's Standard Cosmetology),1439059306,9781439059302
Milady's Standard Esthetics: Fundamentals,1428318925,9781428318922
Electrical Wiring Residential,1435498267,9781435498266
Complete Biology for Cambridge Secondary 1 Teacher Pack: For Cambridge Checkpoint and beyond (CIE Checkpoint),0198390238,9780198390237
Holt McDougal Biology: Student Edition 2012,0547414390,9780547414393
Biological Science 1 and 2 (v. 1&2),0521561787,9780521561785
Genetic Engineering (Opposing Viewpoints),0737764252,9780737764253
The Dark Volume,0385340362,9780385340366
The Bad Seed,0060795484,9780060795481
Fire and Ice: A Beaumont and Brady Novel (J. P. Beaumont Novel),0061774774,9780061774775
Earthcore,1896944329,9781896944326
The Turn of the Screw,1934648051,9781934648056
"Evil, Inc.",1433203189,9781433203183
"Washington Journey, The: New 7th Grade Textbook",1423606221,9781423606222
"Modern World History: Patterns of Interaction, California Edition",0618557156,9780618557158
"Of the People: A History of the United States, Volume 1: To 1877, with Sources",0190254882,9780190254889
Dickens' Christmas: A Victorian Celebration,0810945347,9780810945340
William Penn (Profiles in Power),0582299004,9780582299009
The Book of Margery Kempe: Annotated Edition (Library of Medieval Women (Paperback)),1843840103,9781843840107
Abnormal Child Psychology (MindTap Course List),1337624268,9781337624268
Interpersonal Conflict,0073385131,9780073385136
"Personality Theories: Development, Growth, and Diversity (5th Edition)",0205439128,9780205439126
Understanding Psychology,1259330354,9781259330353
"Taking Sides: Clashing Views in United States History, Volume 2: Reconstruction to the Present",1259180700,9781259180705
Dangerous Economies: Status and Commerce in Imperial New York (Early American Studies),0812220579,9780812220575
Justice: What's the Right Thing to Do?,0374532508,9780374532505
"Ethics: Theory and Contemporary Issues, Concise Edition (MindTap Course List)",1305077504,9781305077508
Ethics for the Information Age (7th Edition),0134296540,9780134296548
Stories in Stone: How Geology Influenced Connecticut History and Culture (Garnet Books),0819568910,9780819568915
Analysing Architecture (Volume 1),041571916X,9780415719162
The Red Diary,0446614866,9780446614863
Conversational Spanish for Hospitality Managers and Supervisors: Basic Language Skills for Daily Operations,0471059595,9780471059592
International Cooking: A Culinary Journey (3rd Edition),0133815234,9780133815238
ServSafe Coursebook (7th Edition),0134764234,9780134764238
"Special Events: Creating and Sustaining a New World for Celebration, (7th Edition)",111862677X,8601411202698
Marketing for Hospitality and Tourism (7th Edition),0134151925,9780134151922
"Business Data Communications- Infrastructure, Networking and Security (7th Edition)",0133023893,9780133023893
"Fundamentals of Neural Networks: Architectures, Algorithms And Applications",0133341860,9780133341867
Wireless Sensor Networks: From Theory to Applications,1466518103,9781466518100
Nutrition: Science and Applications,1118288262,9781118288269
Practice the PSB: Health Occupations Aptitude Exam Practice Test Questions,1481175203,9781481175203
Differential Equations (Cliffs Quick Review),0822053209,9780822053200
Criminology: A Complete Introduction (Teach Yourself),1444170236,9781444170238
